,X,joe_issue_ID,jp_id,jp_section,jp_institution,jp_division,jp_department,jp_keywords,jp_title,jp_full_text,jp_salary_range,jp_agency_insertion_num,jp_new,locations,JEL_Classifications,Application_deadline,domestic,country,iso3,otherdate,url,InquiryEmail,otherdate_noyear,otherdate_day,otherdate_month,otherdate_asDate_ready,deadline_other,true_deadline,ft,myfields,positionsToKeep
71,872,2018-02,111460477,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",University of Massachusetts Amherst,College of Social & Behavioral Sciences,Resource Economics,"Applied Microeconomics
Econometrics
Behavioral, Managerial, or Industrial Organization Economics",Assistant Professor of Applied Microeconomics/Econometrics,"Job Description:
The Department of Resource Economics invites applications for a tenure-track assistant professor with research interests in applied microeconomics and econometrics.  More specifically, we seek applications from economists conducting research in behavioral, managerial, or industrial organization economics.  Under exceptional circumstances, highly qualified candidates at other ranks may receive consideration.  Teaching responsibilities will include undergraduate and graduate courses in microeconomics, managerial economics, and/or econometrics.  The successful candidate will be expected to develop an internationally recognized research agenda.  A wide range of interdisciplinary research opportunities are available across the University of Massachusetts Amherst campus, including through the Computational Social Sciences Initiative and the Institute for Social Science Research.

Requirements:
Applicants are required to have a Ph.D. in agricultural/resource/applied economics, economics, econometrics or a related field as of September 1, 2019.

Additional Information:
The Department of Resource Economics has 20 faculty, 500 undergraduate majors, and about 20 graduate students (three-fourths are Ph.D. students).  We place special emphasis on high quality research, faculty-student interaction, and cooperation among faculty. We share a fundamental commitment to teach and attract a diverse student body.

The University is part of the 5-College Consortium in the beautiful Pioneer Valley of Western Massachusetts.  The five local colleges anchor a series of townships surrounded by bucolic farms and contribute to excellent social, cultural, and recreational amenities.  Additionally, we are only 90 miles from Boston, 160 miles from New York City, and 45 minutes to the nearest international airport (in Hartford, CT).

Application Instructions:
To apply, submit a letter of interest, curriculum vitae, graduate transcript, and writing samples online at 
http://careers.umass.edu/amherst/en-us/job/495056/asst-professor-of-applied-microeconomics.  Please arrange to have 3 letters of recommendation submitted on your behalf when requested.

Review of applications will begin on November 13, 2018.  The search will continue until the position is filled.  We will be conducting preliminary interviews of candidates at the American Economic Association annual meeting in January 2019. Direct inquiries to microecon@umass.edu.

The University of Massachusetts Amherst is an Affirmative Action/Equal Opportunity Employer of women, minorities, protected veterans, and individuals with disabilities and encourages applications from these and other protected group members.  The University seeks to increase the diversity of its professoriate, workforce and undergraduate and graduate student populations because broad diversity is critical to achieving the University's mission of excellence in education, research, educational access and service in an increasingly diverse globalized society.
",NA,NA,NA,UNITED STATES Massachusetts Amherst,D - Microeconomics,NA,TRUE,UNITED STATES,USA,13-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460477,microecon@umass.edu,13-Nov,13,11,11/13/2018,11/13/2018,11/13/2018,TRUE,FALSE,TRUE
72,559,2018-02,111460891,US: Other Academic (Visiting or Temporary),Princeton University,NA,Program in Law and Public Affairs,law-related,2019-2020 LAPA Fellowships,"The Program in Law and Public Affairs (LAPA) at Princeton University invites outstanding faculty members of any discipline, independent scholars, lawyers, and judges to apply for a residential research fellowship for the academic year 2019<U+2013>2020.  LAPA Fellows devote the major portion of their time to their own research and writing on law-related subjects of empirical, interpretive, doctrinal and/or normative significance.  All applicants must have received a doctorate, juris doctor, or an equivalent professional degree at the time of submission of the fellowship application.  Successful LAPA applicants should demonstrate substantial expertise in law-related matters.  The program does not support, as a primary activity, off-site fieldwork or work in remote archives, development of course materials, work in legal practice, or residence elsewhere.

Submission Deadline: 11:59 PM (EST) November 14, 2018.

For additional information see: http://lapa.princeton.edu/fellowships  

Princeton University is an Equal Opportunity/Affirmative Action Employer and all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity or expression, national origin, disability status, protected veteran status, or any other characteristic protected by law.

LAPA is cosponsored by the Woodrow Wilson School of Public and International Affairs, the University Center for Human Values and Princeton University.",NA,NA,NA,UNITED STATES New Jersey Princeton,K - Law and Economics,11/14/2018,TRUE,UNITED STATES,USA,14-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460891,,14-Nov,14,11,11/14/2018,11/14/2018,11/14/2018,FALSE,FALSE,TRUE
73,38,2018-02,111461235,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Arizona State University,NA,School of Public Affairs,"Public Finance
Public Policy
Applied Economics","Assistant Professor, Public and Nonprofit Finance and Budgeting","The Arizona State University School of Public Affairs (SPA) invites applications for a Public and Non-profit Finance and Budgeting tenure track faculty position at the Assistant Level. Hiring will focus on active, entrepreneurial emerging scholars desiring to work collaboratively across disciplinary lines as they establish themselves as a leader in Public and Non-profit Finance and Budgeting. This nine-month position begins August 16, 2019. The School strongly encourages applicants from historically underrepresented groups in the academy to apply.

The School has embarked upon a period of unprecedented growth as a strategically important element in Arizona State University<U+2019>s emergence as a <U+201C>New American University.<U+201D> The School<U+2019>s program is ranked #9 in the nation (#10 in public finance and budgeting). It is home to a number of applied research centers that focus on areas such as urban innovation, citizen participation, organizational design, public policy, and science policy. SPA is a research partner with the Alliance for Innovation, housed at the School, and the International City/County Management Association. Faculty members have been successful in attracting external funding from national scientific agencies, federal departments, foundations, and the private sector. 

SPA offers Bachelor degrees in Public Service and Public Policy and Urban and Metropolitan Studies, the Master of Public Administration, the Master of Public Policy, and the Ph.D. in Public Administration and Policy. SPA continues to attract a growing and diverse array of students motivated by the promise of public service and drawn to the unique opportunity of an interdisciplinary public affairs education. For more information about the School of Public Affairs and the College of Public Service and Community Solutions, please visit https://spa.asu.edu and https://publicservice.asu.edu. 

Job Responsibilities:
<U+2022>	Teach undergraduate, graduate, and doctoral courses in person, online and hybrid
<U+2022>	Advise and mentor students
<U+2022>	Establish and maintain a record of scholarly productivity as demonstrated through peer-reviewed publications, external funding, and presentations at 
        national conferences 
<U+2022>	Provide service contribution to the school, college, university and profession

Required Qualifications: 
<U+2022>	A Ph.D. in Public Administration, Public Policy, Political Science, or related field at the time of appointment (must be conferred by position start 
        date, August 16, 2019).

Desired Qualifications:
<U+2022>	Strong primary research and teaching interests in Public and Non-profit Finance and Budgeting with possible sub-fields such as financial management, 
        economic/community development, urban planning, performance measurement, public management, nonprofit management, or intergovernmental relations a plus. 
<U+2022>	A commitment to teaching in-person and online in a diverse environment. 
<U+2022>	Demonstrated excellence or strong potential in research that will contribute to and enhance the School<U+2019>s national and international reputation. 
<U+2022>	Faculty members are expected to pursue external funding to support research; evidence of the ability to do this should be highlighted. 

Application Procedure:
Apply at https://publicservice.asu.edu/content/jobs Candidates will be asked to submit the following through their Interfolio Dossier:
<U+2022>	Cover letter describing your research and teaching interests
<U+2022>	Curriculum vitae
<U+2022>	One writing sample
<U+2022>	Information for three professional references (name, title, organization, email address, phone number)
<U+2022>	Applicants that are invited for interviews will be required to submit (3) letters of recommendation

The application deadline is November 15, 2018 at 5:00p.m. Arizona time; and if not filled, then every other Friday until the search is closed. 

Please direct any questions about the position to Dr. Stuart Bretschneider, the Search Committee Chair, at stuart.bretschneider@asu.edu. 

ASU is a comprehensive public research university, measured not by whom it excludes, but by whom it includes and how they succeed; advancing research and discovery of public value; and assuming fundamental responsibility for the economic, social, cultural and overall health of the communities it serves.

Arizona State University is a VEVRAA Federal Contractor and an Equal Opportunity/Affirmative Action Employer. All qualified applicants will be considered without regard to race, color, sex, religion, national origin, age, disability, veteran status, sexual orientation, gender identity, or any other basis protected by law. For a complete statement on ASU<U+2019>s non-discrimination policies, please refer to: http://www.asu.edu/aad/manuals/acd/acd401.html and https://www.asu.edu/titleIX/
",Competitive,NA,NA,UNITED STATES Arizona Phoenix,H - Public Economics,11/15/2018,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461235,stuart.bretschneider@asu.edu,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,TRUE,FALSE,TRUE
74,196,2018-02,111461277,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",CUNY Baruch College,Austin W. Marxe School of Public and International Affairs,NA,NA,Associate or Full Professor  Austin W Marxe Chair of International Affairs,"The Austin W. Marxe School of Public and International Affairs at Baruch College invites nominations and applications for appointment as the Austin W. Marxe Chair of International Affairs. The position has tenure or accelerated tenure-track status at the rank of Associate Professor or Professor, depending on qualifications. The endowed position comes with a reduced teaching load, discretionary research funds, and an annual stipend. The successful candidate will have a strong record of scholarship in an area of International Affairs. The area of International Affairs is open, however preference will be given to candidates with specialization in one or more of these areas:  Global Health; Climate and Environment; Terrorism and Security; Democratization and Civil Society; Migration and Refugees; Information Technology, Internet and Cyber Security Policy; or Development. Candidates must have a doctorate in a relevant discipline. The candidate will teach courses primarily for the School<U+2019>s new Master of International Affairs (MIA) program, launched in Fall 2017, including courses in the core curriculum along with those in the candidate<U+2019>s areas of expertise. Review of applications will start on November 15, 2018. To ensure full consideration, please apply by December 15, 2018.

Apply through this link: https://home.cunyfirst.cuny.edu/psp/cnyepprd/GUEST/HRMS/c/HRS_HRAM.HRS_CE.GBL?Page=HRS_CE_JOB_DTL&Action=A&JobOpeningId=19415&SiteId=1&PostingSeq=1
",NA,NA,NA,UNITED STATES New York New York,F - International Economics,NA,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461277,,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,TRUE,TRUE,FALSE
75,231,2018-02,111460914,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Elon University,Love School of Business,Economics,"Health 
Undergraduate",Assistant Professor,"The Department of Economics in the Martha and Spencer Love School of Business at Elon University invites applications for a continuing-track, permanent faculty position at the rank of Assistant Professor beginning in August 2019.  We seek candidates with teaching and research interests in health economics.  Applicants should demonstrate strong empirical skills, potential for effective undergraduate teaching, a promising research agenda, and an interest in mentoring undergraduate research.
  
Teaching will include an applied upper-level undergraduate elective in health economics as well as other courses from: principles, statistics, or managerial economics and courses in Elon<U+2019>s Core Curriculum. Faculty members also share in advising research theses required of all economics majors. Opportunities also exist to teach in the study abroad program and in the part-time MBA and MS in Management programs. While the standard teaching load is 6 courses per year, there is a guaranteed one-course reduction in the first year, a one-semester teaching sabbatical in the second or third year and opportunities for course reductions in subsequent years.  Additionally, there are opportunities to apply for summer research support. Generally, Economics faculty members have one or two preparations per semester.  

Applicants should submit a CV with cover letter, a statement of teaching philosophy and interests, evidence of scholarship, and three letters of recommendation online at https://www.aeaweb.org/joe/candidate.  Review of applications will begin immediately and continue until the position is filled, with applications received by November 15 receiving full consideration. Candidates must have completed PhD requirements by August 2019.  Candidates who have experience working with a diverse range of people, and who can contribute to the climate of inclusivity are encouraged to identify their experiences in their cover letter. 

About the School: The AACSB-accredited Martha and Spencer Love School of Business has emerged from a time of dramatic growth to become a leader in business education.  In 2018, Poets and Quants ranked the school<U+2019>s undergraduate program #48 in the nation and, in 2016, Bloomberg Businessweek ranked the part-time MBA program #1 in the state and #17 in the nation.  The LSB is housed in the Koury Business Center and Sankey Hall, which feature state-of-the-art classrooms, multiple student engagement areas, the LaRose Digital Theatre, the Chandler Family Professional Sales Center, the Reed Finance Center, the Doherty Center for Creativity, Innovation, and Entrepreneurship, the Center for Organizational Analytics, and the Porter Family Professional Development Center.  Graduate classes are offered on the Elon campus and in the fast-growing Research Triangle Park (RTP) area.

About the University: Elon University is a dynamic private, co-educational, comprehensive institution that is a national model for actively engaging faculty and students in teaching and learning in a liberal arts based residential campus.  The university is situated on an idyllic 620-acre campus in north-central North Carolina, east of Greensboro, and northwest of Raleigh/Durham. With an enrollment of over 6000, Elon University benefits from highly talented students, a growing physical plant, and an expanding endowment.  U.S. News & World Report ranks Elon #1 among southern master<U+2019>s-level universities and recognizes Elon more often than any other university in the nation for programs that are <U+201C>Focused on Student Success,<U+201D> and the Fiske Guide to Colleges ranks Elon one of the 25 <U+201C>best buy<U+201D> private universities.  Elon University is proud of its strengths in the liberal arts, its strong sense of community, and its progress in incorporating technology and internationalization into classroom instruction.  To learn more about Elon, please visit the University web site at www.elon.edu.  

For more department-specific information, please visit our web site: 
http://www.elon.edu/e-web/academics/business/economics/Hiring.xhtml

CONTACT: Economics Search Committee Chair, Department of Economics, 2075 Campus Box, Elon University, Elon, NC 27244 (ecochair@elon.edu).",NA,NA,NA,UNITED STATES North Carolina Elon,I1 - Health,11/15/2018,TRUE,UNITED STATES,USA,15-Nov,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460914,ecochair@elon.edu,NA,NA,NA,NA,NA,11/15/2018,TRUE,FALSE,TRUE
76,274,2018-02,111460336,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Franklin & Marshall College,NA,Department of Economics,"Equity
Inequality
Justice
Labor Economics
Political Economy
Poverty",Tenure-Track Position in the Department of Economics,"Franklin & Marshall College invites applications for a tenure-track position in the Department of Economics beginning Fall Semester 2019.  The rank will be Assistant Professor (PhD) or Instructor (ABD) depending on qualifications. The candidate will be expected to teach core introductory and intermediate level courses (e.g., Principles, Intermediate Macro and Micro, Statistics), in addition to courses in one or more of the areas listed above, and to contribute to the College<U+2019>s General Education curriculum including Connections. Teaching load is 3/2. Teaching experience is strongly preferred. We are interested in someone with a commitment to high quality teaching, a highly promising research program, and keen interest in working with students. Our department is known for the pluralism of its curriculum, and our faculty include individuals from diverse cultural and social backgrounds. In your materials and cover letter, please explain how your professional skills and experience will further strengthen our culture of pluralistic open inquiry and enhance F&M<U+2019>s diversity and equity efforts. 

Applicants must submit a cover letter, curriculum vitae, graduate transcript(s), teaching and research statements, a diversity statement, and teaching evaluations through Interfolio  http://apply.interfolio.com/52736
Applicants must arrange for three letters of recommendation to be submitted directly to Interfolio by their recommenders. For full consideration applications should be received by November 15, 2018.
 
Optional Consideration For Supplemental Appointment At F&M:
The person selected for this tenure-track position may also be considered for a supplemental appointment as a Franklin & Marshall (Mellon) High Impact Emerging Scholar.  These are scholars who possess outstanding promise for inspiring and supporting the educational development of underrepresented minority students in a higher educational setting such as F&M. Selected finalists that meet these additional qualifications, in addition to those outlined by this ad, may be nominated by the department as F&M (Mellon) High Impact Emerging Scholars. If selected as a M/HIES, the person will receive a two-year appointment (additional to the tenure-track appointment) that begins as soon as the person joins the campus on the tenure-track. The M/HIES program supports the acceleration of one's research trajectory with a significantly reduced teaching load for two years along with supportive mentoring to advance the scholar's research and professional development. Candidates interested in being considered for nomination should indicate their interest in their cover letter and highlight any previous work in this area in their diversity statement.

Pursuant to cultivating an inclusive college community, we will holistically assess the qualifications of each applicant. We will consider an individual<U+2019>s record working with students and colleagues with diverse perspectives, experiences, and backgrounds. We will also consider experience overcoming or helping others overcome barriers to academic success.

Franklin & Marshall College is committed to having an inclusive campus community where all members are treated with dignity and respect. As an Equal Opportunity Employer, the College does not discriminate in its hiring or employment practices on the basis of gender, sex, race, ethnicity, color, national origin, religion, age, disability, family or marital status, sexual orientation, or any protected characteristic. Individuals who need an accommodation due to a disability in order to submit an application or attend an employment interview should call (717) 358-3995.
 
",NA,NA,NA,UNITED STATES Pennsylvania Lancaster,"J - Labor and Demographic Economics
I3 - Welfare, Well-Being, and Poverty
I - Health, Education, and Welfare",11/15/2018,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460336,,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,TRUE,FALSE,TRUE
77,283,2018-02,111461304,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",George Washington University,NA,Department of Economics,Applied Microeconomics,Assistant Professor of Applied Microeconomics,"The Department of Economics invites applications for two positions of Assistant Professor in the area of Applied Microeconomics beginning as early as Fall 2019 semester. 

Basic Qualifications: Applicants must have a Ph.D. in economics with expertise in applied microeconomics. ABD applicants will be considered but must complete all requirements for the Ph.D. by the date of appointment. Applicants must have high quality publications or potential for such as demonstrated by works in progress. Applicants must also show evidence of strong teaching skills.  

Application procedure: Please submit (1) a letter of interest detailing the position for which you are applying, (2) your research and teaching interests and qualifications, (3) a current curriculum vitae, (4) one or at most two research papers, (5) syllabi of courses taught (if available), (6) teaching evaluations (if available); and (7) arrange for three letters of recommendation to be submitted. All application materials must be submitted via econjobmarket.org. The review of applications will begin on November 15, 2018 and will continue until the position is filled. Only complete applications will be considered. Interviews will be conducted in Atlanta, GA, at the ASSA meetings on January 4-6, 2019.  

The George Washington University is an Equal Opportunity/Affirmative Action Employer that does not unlawfully discriminate in any of its programs or activities on the basis of race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, gender identity or expression, or on any other basis prohibited by applicable law. 

Employment offers are contingent on the satisfactory outcome of a standard background screening.

This position is pending final budgetary approval.

Applied Microeconomics Search Committee
Department of Economics, George Washington University 
Monroe Hall, 2115 G Street, NW, Room 340
Washington, DC 20052
",NA,NA,NA,UNITED STATES District of Columbia Washington,D - Microeconomics,1/31/2019,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461304,,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,TRUE,FALSE,TRUE
78,292,2018-02,111461485,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Georgia Institute of Technology,NA,Economics,"Energy, Environmental and Natural Resources, Applied Econometrics
",Professor of Economics (Open Rank),"The School of Economics at the Georgia Institute of Technology seeks to hire a productive scholar with research interests in energy economics and/or environmental economics. Preference will be given to candidates who work on topics within the energy-environment nexus and who demonstrate outstanding quantitative skills. Applicants at the advanced Assistant or Associate Professor level are particularly encouraged to apply. Evidence of successful extramural funding of research and interdisciplinary collaboration is preferred for candidates with experience.

The successful candidate will be expected to teach energy and environmental economics field courses at the undergraduate and graduate levels, and will play an integral role in the School<U+2019>s PhD program.
Georgia Tech is a Research I institution, ranked 8th nationally among public universities, and offers significant opportunities for collaborative research and teaching across complementary disciplines such as computing, industrial and systems engineering, electrical and environmental engineering, international affairs, public policy, urban planning and management.

Applicants must have received a Ph.D. in economics or a related field prior to employment and have a record of excellence in teaching. Senior applicants should have a record of excellence in scholarship and teaching commensurate with their rank.  Junior applicants should show promise for both research and teaching excellence.  All applications must be submitted through the American Economic Association<U+2019>s Job Openings for Economists website (https://www.aeaweb.org/joe/). At the time of offer, a background check will be required.

For full consideration, applications should be submitted by November 15, 2018, but the search will continue until the position is filled. A background check must be completed prior to employment.

Georgia Tech is an equal education/employment opportunity institution dedicated to building a diverse community. We strongly encourage applications from women, underrepresented minorities, individuals with disabilities, and veterans.

Application Requirements:
Cover Letter
CV
Job Market Paper / Preferred research sample
3 letters of reference for applicants at the assistant professor level only.  All other ranks, references upon request only.",Commensurate with experience,NA,NA,UNITED STATES Georgia Atlanta,"Q4 - Energy
Q5 - Environmental Economics",11/15/2018,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461485,,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,TRUE,FALSE,TRUE
79,293,2018-02,111461486,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Georgia Institute of Technology,NA,Economics,"Microtheory, Mechanism Design, Network & Contract Theory
",Professor of Economics (Open Rank),"The School of Economics at the Georgia Institute of Technology seeks to hire a theorist with a research focus in microeconomic theory and commensurate ability to teach in the Ph.D. microeconomic theory sequence. Researchers with interests in mechanism design, search, learning, network formation and analysis, or the economics of contracts are particularly welcome. We are especially interested in candidates at the advanced assistant or early associate level with proven research track records, as well as in candidates who are likely to collaborate with other faculty within the School of Economics and across the university.

Georgia Tech is a Research I institution, ranked 8th nationally among public universities, and offering significant opportunities for collaborative research and teaching across complementary disciplines such as computing, industrial and systems engineering, electrical and environmental engineering, international affairs, public policy, urban planning, and management. 

Applicants must have received a Ph.D. in economics or a related field prior to employment and have a record of excellence in teaching. Senior applicants should have a record of excellence in scholarship and teaching commensurate with their rank.  Junior applicants should show promise for both research and teaching excellence. All applications must be submitted through the American Economic Association<U+2019>s Job Openings for Economists website (https://www.aeaweb.org/joe/). At the time of offer, a background check will be required.

For full consideration, applications should be submitted by November 15, 2018, but the search will continue until the position is filled. A background check must be completed prior to employment.

Georgia Tech is an equal education/employment opportunity institution dedicated to building a diverse community. We strongly encourage applications from women, underrepresented minorities, individuals with disabilities, and veterans.

Application Requirements:
Cover Letter
CV
Job Market Paper / Preferred research sample
3 letters of reference for applicants at the assistant professor level only.  All other ranks, references upon request only.
",Commensurate with Experience,NA,NA,UNITED STATES Georgia Atlanta,D - Microeconomics,11/15/2018,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461486,,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,TRUE,FALSE,TRUE
80,309,2018-02,111461198,International: Other Academic (Visiting or Temporary),Goethe University Frankfurt,Center for Advanced Studies Foundations of Law and Finance,Law and Economics and Business Administration,"Law and Finance
Financial Regulation
Corporate Finance
Corporate Governance
Banking
Asset Pricing",Postdoctoral Fellows,"The Center for Advanced Studies <U+201C>Foundations of Law and Finance<U+201D> at Goethe University Frankfurt, Departments of Law and Economics and Business Administration, funded by the German Research Foundation (DFG) offers two positions as Postdoctoral Fellows starting at the earliest possible date. The duration of the contract is for four years. An extension for additional years is possible, subject to renewed funding after a positive midterm review of the center.

Candidates need to prove a PhD in Finance or Economics, a law degree is desirable. Successful applicants should conduct research in areas like either law and finance, corporate finance and corporate governance, banking or asset pricing and show potential for publication of their work in leading international journals. We will conduct interviews for the positions at the ASSA meetings in Atlanta (January 4-6, 2019) or at Goethe University. 

Goethe University is seeking to increase its share of women in research and teaching and particularly welcomes applications from female scholars. Successful candidates will work in a highly attractive academic environment in the House of Finance at Goethe University and an enthusiastic team.",Internationally competitive salary,NA,NA,GERMANY Hesse Frankfurt am Main,"G - Financial Economics
K - Law and Economics",11/15/2018,FALSE,GERMANY,DEU,,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461198,,NA,NA,NA,NA,NA,11/15/2018,FALSE,TRUE,TRUE
81,326,2018-02,111460359,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Harvard Business School,NA,"Negotiation, Organizations & Markets (NOM) Unit",NA,Assistant Professor,"Harvard Business School seeks innovative applicants with backgrounds in economics, social psychology, organizational behavior, or related disciplines for a tenure-track faculty appointment in its Negotiation, Organizations & Markets (NOM) Unit. The optimal candidate will be interested in understanding and solving real-world problems using rigorous research methods. 

As a unit, we are broadly interested in the way people make decisions, how individuals and groups interact and negotiate, and the design and functioning of incentives and markets. The NOM Unit is interdisciplinary and has approximately 20 faculty members with backgrounds in economics, psychology, and organizational behavior, among others. Our research interests include Applied Microeconomics, Behavioral Economics, Market Design (with a particular emphasis on online marketplaces), Negotiation, Behavioral Ethics, Behavioral Decision-Making, Trust, Compensation, and Incentives.

We are responsible for teaching a variety of MBA and executive education courses related to negotiation, organizational economics, behavioral economics and decision-making, and market design. We also teach doctoral courses and work closely with doctoral students in the organizational behavior program and in the business economics program (which is joint with the Department of Economics).

Application materials must be received by 15 November 2018.

Candidates should submit a curriculum vitae, research and teaching statement, three letters of reference, and up to three representative publications or working papers.

Materials should be submitted online to: http://www.hbs.edu/research/faculty-recruiting/. If there are materials that can only be sent in hard copy, please send them to:

Harvard Business School
Faculty Administration
Attn: NOM Unit Application
Morgan Hall T25
Soldiers Field Road
Boston, Massachusetts 02163

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law.",NA,NA,NA,UNITED STATES Massachusetts Boston,D - Microeconomics,11/15/2018,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460359,,NA,NA,NA,NA,NA,11/15/2018,TRUE,FALSE,TRUE
82,369,2018-02,111460966,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)",Institute for Womens Policy Research,NA,NA,"Gender Economics
Feminist Economics
Labor Economics
Social and Economic Inequality
Policy Analysis",One-Year Postdoctoral Fellowship in Economics,"IWPR encourages applications for a post-doctoral fellowship from individuals from under-represented racial and ethnic groups who are interested in the study of policy issues affecting women.

IWPR conducts and communicates research to inspire public dialogue, shape policy, and improve the lives and opportunities of women of diverse backgrounds, circumstances, and experiences. This twelve-month fellowship provides the opportunity to contribute to research that informs policies affecting women and their families. The fellow will work full-time in IWPR<U+2019>s Washington, DC, office with an experienced, multi-disciplinary team of PhD-level researchers and research associates on a variety of topics related to employment, education, income security, work and family, health and safety, and women and girls of color.

Candidates must have completed all requirements for the Ph.D. in economics by September 1, 2019, or have received the Ph.D. in economics after January 1, 2016. Applicants must be eligible to work in the United States for the duration of the fellowship. 

To be considered, applicants must submit a cover letter, CV, and writing sample attached as a single PDF to postdoc@iwpr.org. Materials should be submitted as soon as possible, but no later than November 15, 2018. 

Start date is negotiable, but preferably before September 15, 2019.
",NA,NA,NA,UNITED STATES District of Columbia Washington,"J - Labor and Demographic Economics
D - Microeconomics
A - General Economics and Teaching",11/15/2018,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460966,postdoc@iwpr.org,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,FALSE,TRUE,TRUE
83,399,2018-02,111461413,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Kalamazoo College,NA,Economics and Business,NA,Assistant Professor of Economics,"Kalamazoo College seeks applications for a tenure track position at the Assistant Professor level in Economics beginning in late August 2019. We are looking for candidates with teaching experience in principles, intermediate microeconomics, and an area in applied microeconomics that will allow the candidate to contribute to the concentration in Environmental Studies.  The successful candidate is expected to add to the depth and breadth of the department<U+2019>s course offerings, as well as to the College<U+2019>s <U+201C>Shared Passages<U+201D> core curriculum. 

Salary is competitive and consistent with level of experience.  Teaching expectation is six courses per year (2-2-2, in three terms).  Ph.D. (or evidence of imminent completion) is required. The successful candidate must demonstrate a high aptitude for and interest in undergraduate teaching, a commitment to the liberal arts, a promise of scholarly excellence, and a desire to involve undergraduates in scholarship both inside and outside the classroom. 

Kalamazoo College is a highly selective nationally known liberal arts college, offering an integrated undergraduate experience that weaves a traditional liberal arts curriculum into educational experiences in both domestic and international settings. The campus is located midway between Chicago and Detroit/Ann Arbor in Kalamazoo, Michigan, a metropolitan community of 335,000, which supports several college and university campuses along with numerous civic arts and cultural associations. Thirty-five miles from Lake Michigan, the area offers many opportunities for outdoor activities.

Completed applications received by November 15, 2018, will receive full consideration, with later applications reviewed as needed until the position is filled. The department plans to interview at the ASSA meetings in Atlanta.  Kalamazoo College encourages candidates who will contribute to the cultural diversity of the College to apply and to identify themselves if they wish. Equal Opportunity Employer. 

Applicants should upload a cover letter, curriculum vitae, detailed statement of teaching philosophy and goals, description of scholarly interests, statement on experience working with underrepresented students and engaging issues of diversity and inclusion in the curriculum and pedagogical approaches, and graduate transcript (unofficial acceptable) in PDF format at https://www.kzoo.edu/search/economics/. Please have three confidential letters of recommendation sent in PDF format to EconomicsSearch@kzoo.edu.  
",Competitive,NA,NA,UNITED STATES Michigan Kalamazoo,D0 - General,11/15/2018,TRUE,UNITED STATES,USA,15-Nov-18,https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461413,earch@kzoo.edu,15-Nov,15,11,11/15/2018,11/15/2018,11/15/2018,TRUE,FALSE,TRUE
