"","X","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline","domestic","country","iso3","otherdate","url","InquiryEmail","otherdate_noyear","otherdate_day","otherdate_month","otherdate_asDate_ready","deadline_other","true_deadline","ft","myfields","positionsToKeep"
"11",13,"2018-02",111461035,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Duke University",NA,"Economics","history of economics","Research Professor or Research Associate Professor","The Economics Department at Duke University, in Durham, NC, USA, seeks applicants for a research professor position in the history of economics. The successful candidate will also serve as Associate Director of Duke<U+2019>s Center for the History of Political Economy. Applications can be submitted online at http://www.academicjobsonline.org, posting #12099. No paper applications will be accepted unless specifically solicited. Applications must include a CV (but no letters of reference).

Duke is committed to encouraging and sustaining work and learning environments that are free from harassment and prohibited discrimination. Duke prohibits discrimination and harassment in the administration of both its employment and educational policies. Duke University is an Affirmative Action/Equal Opportunity Employer committed to providing employment opportunity without regard to an individual's age, color, disability, genetic information, gender, gender expression, gender identity, national origin, race, religion, sex, sexual orientation, or veteran status. Duke also makes good faith efforts to recruit, hire, and promote qualified women, minorities, individuals with disabilities, and veterans.

",NA,NA,NA,"UNITED STATES North Carolina Durham","B - History of Economic Thought, Methodology, and Heterodox Approaches",2018-12-01,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461035","",NA,NA,NA,NA,NA,2018-12-01,TRUE,FALSE,TRUE
"12",14,"2018-02",111461589,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Duke University",NA,"Economics","History of Economics","Tenure-Track Faculty Member in History of Economics","The Economics Department at Duke University, located in Durham, North Carolina, USA, seeks applicants for a tenured position at the full or associate professor level in the history of economics. The successful candidate will also be affiliated with and participate in the activities of the Center for the History of Political Economy. Applications can be submitted online at http://www.academicjobsonline.org, ad #12513. No paper applications will be accepted unless specifically solicited. Applications must include a CV (but no letters of reference).

Duke is committed to encouraging and sustaining work and learning environments that are free from harassment and prohibited discrimination. Duke prohibits discrimination and harassment in the administration of both its employment and educational policies. 
 
Duke University is an Affirmative Action/Equal Opportunity Employer committed to providing employment opportunity without regard to an individual's age, color, disability, genetic information, gender, gender expression, gender identity, national origin, race, religion, sex, sexual orientation, or veteran status. Duke also makes good faith efforts to recruit, hire, and promote qualified women, minorities, individuals with disabilities, and veterans.",NA,NA,NA,"UNITED STATES North Carolina Durham","B - History of Economic Thought, Methodology, and Heterodox Approaches",2018-12-01,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461589","",NA,NA,NA,NA,NA,2018-12-01,TRUE,FALSE,TRUE
"13",27,"2018-02",111461573,"International: Other Academic (Visiting or Temporary)","GSEM-University of Geneva",NA,"Institute of Economic and Econometrics","Applied Economics","IEE-Postdoctoral Fellowships in Applied Economics","The Institute of Economic and Econometrics (IEE) invites applications for postdoctoral fellowships in applied economics to start as early as the Spring 2019 and continue for up to two years for promising new and recent Ph.D. recipients to pursue frontier research and be an active member of the IEE with a very low teaching load. The position provides a competitive salary plus support for travel and research expenses. Eligible candidates will have completed their Ph.D. after January 1st, 2017 and no later than the official date of employment. 

IEE is the Economics and Econometrics Institute within the Geneva School of Economics and Management at the University of Geneva, for further information visit https://www.unige.ch/gsem/en/research/institutes/iee/. 

All materials must be submitted by December 1, 2018. 

Your application packet should include a Cover Letter, CV, Job Market Paper or writing sample, and three Letters of Recommendation.

Application deadline: 12/01/2018
","Competitive",NA,NA,"SWITZERLAND Geneva Geneva","F0 - General
H0 - General
J0 - General
I0 - General
K0 - General
L0 - General
O0 - General
R0 - General
Q0 - General
E0 - General",2018-12-01,FALSE,"SWITZERLAND","CHE","December 1, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461573","","December 1",1,12,"2018-12-1",2018-12-01,2018-12-01,FALSE,TRUE,TRUE
"14",81,"2018-02",111461661,"US: Other Academic (Part-time or Adjunct)","Stanford University","Freeman Spogli Institute for International Studies","Walter H. Shorenstein Asia Pacific Research Center","Political Science
Economics
Japanese Politics or Economy
Contemporary Japan","Research Scholar","Research Scholar

The Japan Program at the Walter H. Shorenstein Asia Pacific Research Center is seeking a research scholar with a Ph.D. in political science, economics, or related areas to conduct research on Japanese politics or economy and to assist in teaching a course on Contemporary Japan. 

The position is one-year fixed-term. Start date September 1, 2019.

The research scholar will assist faculty members of the Japan Program in teaching a course on contemporary Japan:
<U+2022>	Lecture and lead class discussions 
<U+2022>	Schedule guest instructors
<U+2022>	Hold office hours for students
<U+2022>	Maintain the course website on canvas
<U+2022>	Develop topics for short papers and assist faculty instructors with evaluation process
<U+2022>	Promote student awareness of course related seminars and panel discussions that are occurring within APARC and other centers at FSI 

The research scholar may help the Japan Program organize academic conferences that will be scheduled during the academic year 2019-2020:
<U+2022>	Invite speakers and communicate agenda and logistics
<U+2022>	Participate in the conferences
<U+2022>	Author, write and publish a detailed report on the conferences
<U+2022>	Publish the report on the Japan Program website 

The research scholar will contribute to the Japan Program:
<U+2022>	Conduct his/her own research related to Japan
<U+2022>	Present his/her own research at Japan Program colloquium
Interact with other researchers at the Japan Program

Qualifications
<U+2022>	Working in a capacity which ordinarily requires a Ph.D. or its equivalent in research skill and subject knowledge, a Research Scholar is involved directly in the execution, and frequently the design, of a PI's research activities. 
<U+2022>	For consideration and job details, please submit curriculum vitae, cover letter, two writing samples on relevant topics, and three reference letters by December 01, 2018.
<U+2022>	A background check will be required for the final candidate 

Stanford is an equal opportunity employer and all qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, as well as others who would bring additional dimensions to the University<U+2019>s research, teaching, and clinical missions or any other characteristic protected by law.

Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of the job. 
 
To Apply please go to link below and look for requisition ID: 80910

https://careersearch.stanford.edu/
",NA,NA,NA,"UNITED STATES California Stanford","A2 - Economic Education and Teaching of Economics",2018-12-01,TRUE,"UNITED STATES","USA","December 01, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461661","","December 01",1,12,"2018-12-1",2018-12-01,2018-12-01,FALSE,TRUE,TRUE
"15",114,"2018-02",111461590,"US: Other Academic (Visiting or Temporary)","University of Florida","Institute of Food And Agricultural Sciences (IFAS)","Food And Resource Economics Department","Teaching Ag Economics and Agribusiness","Lecturer of Agricultural Economics and Agribusiness","12-month, non-tenure-accruing position that will be 100% teaching (College of Agricultural and Life Sciences) in the UF/IFAS Food and Resource Economics Department. This assignment may change in accordance with the needs of the unit.  Duties will include teaching undergraduate and/or graduate courses in one or more of the following areas: agribusiness marketing, management or finance; microeconomics, macroeconomics, or other relevant fields of agricultural economics. Duties may also include undergraduate student advising and supervision of extra-curricular student activities (i.e. NAMA Marketing Team, Academic Quiz Bowl, etc.). See refer to https://apply.interfolio.com/56754 for complete details of this position.

Required:
M.S or M.A. (foreign equivalent acceptable)in Agricultural Economics, Economics, Agribusiness or related discipline. Candidates should have demonstrated skills in verbal and written communication, interpersonal relationships, procurement of extramural funding and be supportive of the mission of the Land-Grant system.  Candidates must have a commitment to IFAS core values of excellence, diversity, global involvement, and accountability. 

Preferred:
A Ph.D. in Agricultural Economics, Economics, Agribusiness or a closely related field preferred. Previous teaching experience is strongly preferred. 


The University of Florida is an Equal Opportunity Institution dedicated to building a broadly diverse and inclusive faculty and staff.","$67,000-$70,000",NA,NA,"UNITED STATES Florida Gainesville","Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics",2018-12-01,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461590","",NA,NA,NA,NA,NA,2018-12-01,FALSE,FALSE,FALSE
"16",28,"2018-02",111461693,"International: Other Academic (Visiting or Temporary)","Halle Institute for Economic Research (IWH) and Friedrich Schiller University Jena",NA,"Financial Markets Department","Financial Economics
Corporate Finance
Banking
Financial Intermediation
Capital Markets
Factor reallocation
Productivity and growth","Assistant Professor in Financial Economics","The Faculty of Economics and Business Administration at the Friedrich Schiller University Jena and the Halle Institute for Economic Research (IWH) <U+2013> Member of the Leibniz Association jointly seek qualified candidates to fill a position at the rank of 

W1 Assistant Professor (f/m/d) in Financial Economics 
JEL Classification: G

We expect the candidate to have a strong focus on teaching and research in financial economics. A quantitative research approach and experience with the latest empirical methods, as well as an expressed willingness to apply economic research to policy questions are desirable. A profile geared towards financial intermediation, the interaction of finance and factor markets, or the implications of financial frictions and regulation on resource (re-)allocation and growth are of particular interest to us.

The Assistant Professorship serves to deepen the collaboration between the Friedrich Schiller University Jena and the Halle Institute for Economic Research (IWH) <U+2013> Member of the Leibniz Association. The IWH is one of the six economic research institutes of the Leibniz Association in Germany (www.iwh-halle.de). It focuses on research in structural change and productivity, finance, and macroeconomics. The Assistant Professorship is associated with the Department of Financial Markets at IWH and contributes to the research areas of the Faculty of Economics and Business Administration at the Friedrich Schiller University Jena.

The requirements are: Applicants will possess a doctorate in economics or business administration related to this position <U+2013> or can convincingly show that this degree will be awarded in due course. The duration of the PhD project and employment together up to the deadline should not exceed six years. The candidate is expected to have the potential for successful publications in international journals and ideally an existing network of international research collaborations. It is also expected that the candidate will teach in the Faculty<U+2019>s Bachelor and Master Programmes. Knowledge of the German language is not a requirement for the position.

In legal terms, there will be an individual selection process carried out for the position hereby announced. The appointee is assigned the status of an assistant professor at the Friedrich Schiller University Jena according to section 85 (7) Thuringian Higher Education Act. The professorship comes along with an employment at IWH. The employment relationship will initially be limited to three years, and may be extended by a further three years given a positive evaluation.

The Friedrich Schiller University Jena and IWH are committed to increasing the number of women in research and teaching. Therefore, both actively encourage qualified women to apply. In case of equal qualifications, physically challenged applicants will be favored.
 
Applications including CV, list of publications, letters of recommendation, documentation of previous teaching experience including evaluation reports and lists of conference talks and successfully acquired third-party funding should be submitted electronically (as a PDF of < 2MB) via JOE (https://www.aeaweb.org/joe/listings) no later than December 7, 2018, to the 

Halle Institute for Economic Research (IWH) - Member of the Leibniz Association
Financial Markets Department
P.O. Box 11 03 61
D-06017 Halle (Saale), Germany

For inquiries about the position, you can contact the head of the Financial Markets department at IWH Prof. Dr. Michael Koetter at Michael.koetter@iwh-halle.de. IWH will be available for interviews at the 2019 AFA/ASSA meetings in Atlanta.
",NA,NA,NA,"GERMANY Halle (Saale)","G - Financial Economics",2018-12-07,FALSE,"GERMANY","DEU","December 7, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461693","ichael.koetter@iwh-halle.de","December 7",7,12,"2018-12-7",2018-12-07,2018-12-07,FALSE,TRUE,TRUE
"17",30,"2018-02",111461677,"Full-Time Nonacademic","HealthCore, Inc.","Health Economics","Translational Research","Health Economics
Applied Economics
Health Services Research
Cost effectiveness
US Health Policy
Health Insurance","Researcher or Senior Researcher","Anthem, Inc.
HealthCore (Anthem's Research Subsidiary)

Full-Time Position:
Applied Health Economist

HealthCore, Inc., a wholly owned research subsidiary of Anthem, Inc., is seeking a health economist for a full time position at the Researcher or Senior Researcher level. Candidates should demonstrate a potential for publishing and competing for research funding. The successful candidate will be expected to have excellent research skills, experience with analysis of large data sets (preferably claims data), and be able to effectively communicate with health plan executives on an ongoing basis.   

Successful candidates will have:
  <U+2022>  A doctoral degree
  <U+2022>  Interest in applied economics, health economics, and health services research & policy
  <U+2022>  A research interest in:
     o	Cost effectiveness analysis
     o	US health policy
     o	The health insurance industry
  <U+2022>  Experience in statistical modeling
  <U+2022>  Proficiency in R, STATA, and/or SAS

HealthCore, Inc. includes >200 employees with a collective portfolio of >$45 million dollars in externally funded research grants and contracts each year.  The research portfolio includes work for federal and industry clients as well as strategic consulting efforts for Anthem, Inc., HealthCore<U+2019>s parent company and a Fortune 50 company.  Priority areas of research include reimbursement strategies, insurance benefit design, program evaluation, cost effectiveness and comparative effectiveness analysis, behavioral economics, and many other health care areas.  For information about HealthCore visit:  https://www.healthcore.com/.  For information about Anthem visit: https://www.anthem.com/. HealthCore has collaborations with multiple academic institutions, including a multi-year strategic collaboration with University of Pennsylvania Leonard Davis Institute for Health Economics, and ongoing research work with other top universities.

Applicants should upload the following materials though JOE: a copy of their current CV, a cover letter indicating area(s) of expertise and interest in the position, a writing sample, and three letters of recommendation. 
Deadline for submission: December 7, 2018.  

Anthem, Inc. is committed to equal opportunity and the diversity of its workforce.  

We will be conducting interviews at the AEA/ASSA conference in January 2019.",NA,NA,NA,"UNITED STATES Delaware Wilmington
UNITED STATES Virginia Alexandria","I1 - Health",2018-12-07,TRUE,"UNITED STATES","USA","December 7, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461677","","December 7",7,12,"2018-12-7",2018-12-07,2018-12-07,TRUE,FALSE,TRUE
"18",39,"2018-02",111461750,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Iowa State University",NA,"Department of Economics","Industrial Organization
","Assistant Professor - Industrial Organization","The Department of Economics at Iowa State University in Ames, Iowa seeks to fill a tenure-track Assistant Professor position in the field of industrial organization. The successful applicant will be expected to develop a strong research program in one or more areas of industrial organization, with emphasis on empirical analysis. This position is expected to contribute to the Program for the Study of Midwest Markets and Entrepreneurship (https://www.econ.iastate.edu/program-study-midwest-markets-and-entrepreneurship#overlay-context) which addresses issues related to the economics of thin markets germane to the U.S. Midwest. Research topics of interest include, but are not limited to: dynamics of firm entry and exit; imperfect competition in thin markets; venture capital and entrepreneurship; technological innovation and market boundaries; and, antitrust and regulation.

The successful candidate will be expected to publish regularly in top scholarly outlets and provide high quality teaching at both undergraduate and graduate levels. There will be opportunities to supervise graduate student research. Seeking external grant and contract funding is encouraged.

The Department of Economics, with approximately 40 tenured or tenure-track faculty, has a long tradition of excellence in education, research, and engagement with the community. Our undergraduate program is the academic home to over 600 students in three different majors. Our graduate program offers M.S. and Ph.D. degrees in economics and agricultural economics, and places graduates in vital positions in academia, government, and industry throughout the world. Faculty research covers a broad spectrum ranging from theoretical analyses to applied policy studies, and increasingly including multidisciplinary work conducted in collaboration with experts in many other fields.

Required Education and Experience: PhD in Economics or related field. Preferred Education and Experience: Demonstrated potential for accomplishment as a scholar. Demonstrated potential for teaching excellence.",NA,NA,NA,"UNITED STATES Iowa Ames","L - Industrial Organization",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461750","",NA,NA,NA,NA,NA,2018-12-09,TRUE,FALSE,TRUE
"19",52,"2018-02",111461646,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Economics of Aging
Health Care
Health Economics
","Post-Doctoral Fellow, Aging and Health Research","NBER<U+2019>s Fellowship Program in Aging and Health Research, supported by the National Institute on Aging and NBER (nber.org), enables outstanding early-career economists to visit NBER<U+2019>s Cambridge office for one to two years of intensive research in aging and health. 

Successful applications will respond to NIH priorities for Health Economics Research, and describe projects in which health outcomes and behaviors are the primary focus, with a clear and explicit connection to an improved understanding of health. (https://grants.nih.gov/grants/guide/notice-files/NOT-OD-16-025.html)

Applications from researchers who are just completing their PhDs, as well as from junior faculty members who may be able to combine this fellowship with an early career leave, are welcome.

The fellowship offers a 12-month stipend of $80,000-$92,500 (depending on years of experience), reimbursement for health insurance, limited research expenses, and an office at the NBER<U+2019>s Cambridge headquarters.  Fellows are expected to spend the academic year at the NBER, and fellowship-related activities are expected to represent their primary responsibility during the year.

Applicants must have completed their PhD before they begin the program and must be US Citizens or lawfully admitted for permanent residence. NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. 
","$80,000 - $92,500",NA,NA,"UNITED STATES Massachusetts Cambridge","I - Health, Education, and Welfare
J - Labor and Demographic Economics",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461646","",NA,NA,NA,NA,NA,2018-12-09,FALSE,FALSE,TRUE
"20",53,"2018-02",111461636,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Copyright
Privacy
Digital Economy","Post-Doctoral Fellow, Digitization","NBER<U+2019>s Post-Doctoral Fellowship on Digitization, supported by the Alfred P. Sloan Foundation, enables an outstanding early-career economist to visit NBER<U+2019>s Cambridge office for one year of intensive research on economic aspects of digitization. Topics might include economics of copyright, economics of privacy, measurement of the digital economy. Applications from researchers who are just completing their PhDs, as well as from junior faculty members who may be able to combine this fellowship with an early career leave, are welcome. 

The fellowship consists of a $75,000 stipend for academic year 2019-2020, reimbursement for health insurance, and includes an office at the NBER<U+2019>s Cambridge headquarters.  The fellow is expected to spend the academic year at the NBER, and to participate in the activities of the NBER<U+2019>s Digitization initiative. Fellowship related activities are expected to represent the fellow<U+2019>s primary responsibility during the year.

Applicants must have completed their PhD by June, 2019. NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. The NBER may be able to sponsor the fellowship recipient for a J-1 visa under its research scholars program.
","$75,000",NA,NA,"UNITED STATES","L - Industrial Organization
O - Economic Development, Innovation, Technological Change, and Growth",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461636","",NA,NA,NA,NA,NA,2018-12-09,FALSE,TRUE,TRUE
"21",54,"2018-02",111461638,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Firm Dynamics
Entrepreneurs
Economic Growth","Post-Doctoral Fellow, Entrepreneurship","NBER<U+2019>s Post-Doctoral Fellowship on Entrepreneurship, supported by the Ewing M. Kauffman Foundation, enables an outstanding early-career economist to visit NBER<U+2019>s Cambridge office for one year of intensive research on economic aspects of entrepreneurship. Topics might include firm dynamics, the behavior of entrepreneurs, financing entrepreneurship, and the links from entrepreneurship to economic growth. Applications from researchers who are just completing their PhDs, as well as from junior faculty members who may be able to combine this fellowship with an early career leave, are welcome.  

One fellowship will be awarded for academic year 2019-2020.  The fellowship consists of a stipend of $75,000, reimbursement for health insurance, and includes an office at the NBER<U+2019>s Cambridge headquarters.  Fellows will be expected to work at the NBER<U+2019>s office, and to participate actively in the NBER<U+2019>s Entrepreneurship Working Group (see http://www.nber.org/workinggroups/).  Fellowship related activities are expected to represent the fellow<U+2019>s primary responsibility during the year.  

Applicants must have completed their PhD by June, 2019. NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. The NBER may be able to sponsor the fellowship recipient for a J-1 visa under its research scholars program.
","$75,000",NA,NA,"UNITED STATES Massachusetts Cambridge","G - Financial Economics
L - Industrial Organization
M - Business Administration and Business Economics; Marketing; Accounting; Personnel Economics
O - Economic Development, Innovation, Technological Change, and Growth",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461638","",NA,NA,NA,NA,NA,2018-12-09,FALSE,TRUE,TRUE
"22",55,"2018-02",111461633,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Household Finance
Financial Products
Financial Regulation

","Post-Doctoral Fellow, Household Finance","NBER<U+2019>s Post-Doctoral Fellowship on Household Finance, supported by the Alfred P. Sloan Foundation, enables two outstanding early-career economists to visit NBER<U+2019>s Cambridge office for one year of intensive research on economic aspects of household finance. Topics might include the supply of and the demand for financial products, the real effects of financial factors, and financial regulation. Applications from researchers who are just completing their PhDs, as well as from junior faculty members who may be able to combine this fellowship with an early career leave, are welcome. 

The fellowship consists of a $75,000 stipend for academic year 2019-2020, reimbursement for health insurance, and includes an office at the NBER<U+2019>s Cambridge headquarters.  The fellow is expected to spend the academic year at the NBER, and to participate in the activities of the NBER<U+2019>s Household Finance Working Group.   Fellowship related activities are expected to represent the fellow<U+2019>s primary responsibility during the year.

Applicants must have completed their PhD by June, 2019. NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. The NBER may be able to sponsor the fellowship recipient for a J-1 visa under its research scholars program.
","$75,000",NA,NA,"UNITED STATES Massachusetts Cambridge","G - Financial Economics
H - Public Economics
I - Health, Education, and Welfare
J - Labor and Demographic Economics",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461633","",NA,NA,NA,NA,NA,2018-12-09,FALSE,TRUE,TRUE
"23",56,"2018-02",111461635,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Taxation
Entitlement Programs
Government Borrowing","Post-Doctoral Fellow, Long-Term Fiscal Policy","NBER<U+2019>s Post-Doctoral Fellowship on Long-Term Fiscal Policy, supported by the Peter G. Peterson Foundation, enables two outstanding early-career economists to visit NBER<U+2019>s Cambridge headquarters for one year of intensive research on economic aspects of long-term fiscal policy. Topics might include taxation, entitlement programs, government borrowing, and related issues.  Applications from researchers who are just completing their PhDs, as well as from junior faculty members who may be able to combine this fellowship with an early career leave, are welcome. 

Up to two fellowships will be awarded for academic year 2019-2020.  Each fellowship will provide a stipend of $75,000, reimbursement for health insurance, a travel and research allowance, and an office at the NBER. Fellows will work at the NBER<U+2019>s office, and fellowship related activities are expected to represent the fellow<U+2019>s primary responsibility during the year. 

Applicants must have completed their PhD by June, 2019. NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. The NBER may be able to sponsor the fellowship recipient for a J-1 visa under its research scholars program.","$75,000",NA,NA,"UNITED STATES Massachusetts Cambridge","E - Macroeconomics and Monetary Economics
H - Public Economics
J - Labor and Demographic Economics",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461635","",NA,NA,NA,NA,NA,2018-12-09,FALSE,TRUE,TRUE
"24",57,"2018-02",111461644,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Social Security
Retirement
Disability
Health
Employment
Social Insurance","Post-Doctoral Fellow, Retirement and Disability Policy","NBER<U+2019>s Fellowship Program in Retirement and Disability Policy, supported by the Social Security Administration and NBER (nber.org), enables outstanding early-career economists to visit NBER<U+2019>s Cambridge office for a year of intensive research aimed at the health, labor, behavioral, and other economic or policy aspects of retirement and disability. 

Applications from researchers just completing their PhDs and from junior faculty members who may combine this fellowship with an early-career leave are welcome. Fellows will be selected based on the relevance of their proposed research and potential to make an important policy-relevant contribution to our understanding of retirement and/or disability.

The fellowship offers a 12-month stipend of $80,000 plus reimbursement for health insurance, limited research expenses, and an office at the NBER<U+2019>s Cambridge headquarters. The fellowship stipend provides federal funding for 100% effort during the year, and fellows are expected to spend the 2019-20 academic year at the NBER. A working paper on the funded topic is due by September 2020.

Applicants must have completed their PhD before they begin the program. NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. NBER may be able to sponsor the fellowship recipient for a J-1 visa under its research scholars program.
","$80,000",NA,NA,"UNITED STATES Massachusetts Cambridge","H - Public Economics
I - Health, Education, and Welfare
J - Labor and Demographic Economics",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461644","",NA,NA,NA,NA,NA,2018-12-09,FALSE,FALSE,TRUE
"25",58,"2018-02",111461641,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Older Workers
Work and Retirement
Age Discrimination","Post-Doctoral Fellow, the Economics of an Aging Workforce","NBER<U+2019>s Post-Doctoral Fellowship on the Economics of an Aging Workforce, supported by the Alfred P. Sloan Foundation, enables an outstanding early-career economist to visit NBER<U+2019>s Cambridge office for one year of intensive research on economic aspects of the labor market activity of older workers. Topics may include labor market issues affecting older workers such as the determinants of work and retirement behavior, age discrimination, or the role of workplace attributes in facilitating work. Applications from researchers who are just completing their PhDs, as well as from junior faculty members who may be able to combine this fellowship with an early career leave, are welcome.

The fellowship offers an $80,000 stipend for academic year 2019-2020, reimbursement for health insurance, and an office at the NBER<U+2019>s Cambridge headquarters. The fellow is expected to spend the academic year at the NBER and to participate in the activities of the NBER<U+2019>s Aging and Labor Studies Programs. Fellowship-related activities are expected to represent the fellow<U+2019>s primary responsibility during the year. 

Applicants must have completed their PhD by June 2019. NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. The NBER may be able to sponsor the fellowship recipient for a J-1 visa.","$80,000",NA,NA,"UNITED STATES Massachusetts Cambridge","I - Health, Education, and Welfare
J - Labor and Demographic Economics",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461641","",NA,NA,NA,NA,NA,2018-12-09,FALSE,FALSE,TRUE
"26",59,"2018-02",111461649,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Economics of Aging
Health Care
Health Economics","Pre-Doctoral Fellow, Aging and Health Research","NBER<U+2019>s Pre-Doctoral Fellowship Program in Aging and Health Research, supported by the National Institute on Aging, gives trainees exposure to a wide range of NBER research projects related to the economics of aging and health. Participating fellows pursue independent research while benefiting from opportunities for regular interaction with the Bureau<U+2019>s large network of prominent investigators in this field.
 
Successful applications will respond to NIH priorities for Health Economics Research by describing projects focused on health outcomes and behaviors, with a clear and explicit connection to an improved understanding of health. (https://grants.nih.gov/grants/guide/notice-files/NOT-OD-16-025.html)

The fellowship offers a 12-month stipend of $24,324 along with carrel space and use of computer facilities at the Bureau<U+2019>s Cambridge office; tuition support; and limited funds for travel and research expenses. All fellows are expected to spend the academic year in proximity to the NBER.
 
Applicants must be US Citizens or lawfully admitted for permanent residence and enrolled as a PhD student in the greater Boston area. Students from other PhD programs who will be resident in the Boston area during the fellowship may also apply. 

NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. 
","$24, 324",NA,NA,"UNITED STATES Massachusetts Cambridge","I - Health, Education, and Welfare
J - Labor and Demographic Economics",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461649","",NA,NA,NA,NA,NA,2018-12-09,FALSE,FALSE,TRUE
"27",60,"2018-02",111461640,"US: Other Academic (Visiting or Temporary)","National Bureau of Economic Research",NA,NA,"Older Workers
Work and Retirement
Age Discrimination","Pre-Doctoral Fellow, Economics of an Aging Workforce","NBER<U+2019>s Pre-Doctoral Fellowship Program on the Economics of an Aging Workforce, supported by the Alfred P. Sloan Foundation, is sponsoring four dissertation fellowships for doctoral students in economics. Topics may include any labor market issue that affects older workers, such as the determinant of work and retirement behavior of this group, the role of public policies or workplace attributes in facilitating or discouraging work, age discrimination, or the economic impact of older workers on workplace productivity or broader economic aggregates. 

Each fellowship offers a $34,000 stipend for academic year 2019-2020, $3,500 for research support such as travel expenses, and tuition up to $12,000 for the academic year. Fellows will have an opportunity to attend the NBER Summer Institute workshops on Aging and Labor Studies. Renewal for 2020-2021 is possible.

To be eligible for fellowship support, an applicant must be enrolled as a full-time Ph.D. student at a U.S. or Canadian college or university. Fellows will be selected based on the panel<U+2019>s assessment of their potential to make an important contribution to our understanding of work behavior at older ages. 

NBER strongly encourages applications from women, minorities, people with disabilities, and veterans. 
","$34,000",NA,NA,"UNITED STATES Massachusetts Cambridge","I - Health, Education, and Welfare
J - Labor and Demographic Economics",2018-12-09,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461640","",NA,NA,NA,NA,NA,2018-12-09,FALSE,FALSE,TRUE
