"","X","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline","domestic","country","iso3","otherdate","url","InquiryEmail","otherdate_noyear","otherdate_day","otherdate_month","otherdate_asDate_ready","deadline_other","true_deadline","ft","myfields","positionsToKeep"
"178",309,"2018-02",111461198,"International: Other Academic (Visiting or Temporary)","Goethe University Frankfurt","Center for Advanced Studies Foundations of Law and Finance","Law and Economics and Business Administration","Law and Finance
Financial Regulation
Corporate Finance
Corporate Governance
Banking
Asset Pricing","Postdoctoral Fellows","The Center for Advanced Studies <U+201C>Foundations of Law and Finance<U+201D> at Goethe University Frankfurt, Departments of Law and Economics and Business Administration, funded by the German Research Foundation (DFG) offers two positions as Postdoctoral Fellows starting at the earliest possible date. The duration of the contract is for four years. An extension for additional years is possible, subject to renewed funding after a positive midterm review of the center.

Candidates need to prove a PhD in Finance or Economics, a law degree is desirable. Successful applicants should conduct research in areas like either law and finance, corporate finance and corporate governance, banking or asset pricing and show potential for publication of their work in leading international journals. We will conduct interviews for the positions at the ASSA meetings in Atlanta (January 4-6, 2019) or at Goethe University. 

Goethe University is seeking to increase its share of women in research and teaching and particularly welcomes applications from female scholars. Successful candidates will work in a highly attractive academic environment in the House of Finance at Goethe University and an enthusiastic team.","Internationally competitive salary",NA,NA,"GERMANY Hesse Frankfurt am Main","G - Financial Economics
K - Law and Economics",2018-11-15,FALSE,"GERMANY","DEU","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461198","",NA,NA,NA,NA,NA,2018-11-15,FALSE,TRUE,TRUE
"179",324,"2018-02",111460385,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Harvard Business School",NA,"Business, Government, and the International Economy Unit",NA,"Tenure Track Position in Economics","Harvard Business School is seeking candidates for tenure track junior faculty positions in the Business, Government, and the International Economy (BGIE) unit. We will consider candidates who demonstrate the potential to produce exceptional, influential research in macroeconomics, international trade and finance, public economics, political economy, environmental economics, and/or development. We will also look for a record of commitment to and enthusiasm for teaching. Candidates should be on track to have a PhD in Economics by July 1st 2019.

Applications should include a curriculum vitae, cover letter, and job market paper. In addition, three confidential letters of recommendation are required, which should be submitted through the online portal by the referees.

Applications must be received no later than November 15, 2018. Please select the job title option <U+201C>Tenure-Track Position: Economics<U+201D> when choosing a position on the application. A link to the application can be found under the <U+201C>Business, Government & the International Economy<U+201D> header on the HBS Open Position page: http://www.hbs.edu/research/faculty-recruiting. 

Material that is available only in hard copy may be sent to: Harvard Business School, Faculty Administration, Attn: BGIE Unit Application, Morgan Hall T25, Soldiers Field Road, Boston, MA 02163.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law.",NA,NA,NA,"UNITED STATES Massachusetts","00 - Default: Any Field",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460385","","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,TRUE,TRUE
"180",326,"2018-02",111460359,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Harvard Business School",NA,"Negotiation, Organizations & Markets (NOM) Unit",NA,"Assistant Professor","Harvard Business School seeks innovative applicants with backgrounds in economics, social psychology, organizational behavior, or related disciplines for a tenure-track faculty appointment in its Negotiation, Organizations & Markets (NOM) Unit. The optimal candidate will be interested in understanding and solving real-world problems using rigorous research methods. 

As a unit, we are broadly interested in the way people make decisions, how individuals and groups interact and negotiate, and the design and functioning of incentives and markets. The NOM Unit is interdisciplinary and has approximately 20 faculty members with backgrounds in economics, psychology, and organizational behavior, among others. Our research interests include Applied Microeconomics, Behavioral Economics, Market Design (with a particular emphasis on online marketplaces), Negotiation, Behavioral Ethics, Behavioral Decision-Making, Trust, Compensation, and Incentives.

We are responsible for teaching a variety of MBA and executive education courses related to negotiation, organizational economics, behavioral economics and decision-making, and market design. We also teach doctoral courses and work closely with doctoral students in the organizational behavior program and in the business economics program (which is joint with the Department of Economics).

Application materials must be received by 15 November 2018.

Candidates should submit a curriculum vitae, research and teaching statement, three letters of reference, and up to three representative publications or working papers.

Materials should be submitted online to: http://www.hbs.edu/research/faculty-recruiting/. If there are materials that can only be sent in hard copy, please send them to:

Harvard Business School
Faculty Administration
Attn: NOM Unit Application
Morgan Hall T25
Soldiers Field Road
Boston, Massachusetts 02163

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law.",NA,NA,NA,"UNITED STATES Massachusetts Boston","D - Microeconomics",2018-11-15,TRUE,"UNITED STATES","USA","15 November 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460359","",NA,NA,NA,NA,NA,2018-11-15,TRUE,FALSE,TRUE
"181",333,"2018-02",111461222,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Harvard University","Social Sciences","African and African American Studies","Assistant; Tenure-track; Faculty; Instructor; Boston; Cambridge; Massachusetts; MA; Northeast; New England; African Studies; Social Science; Sociology; Political Science; Government; Economics; Economic Development","Tenure-Track Professor in African Studies","The Department of African and African American Studies seeks to appoint a tenure-track professor in African Studies, specializing in the social sciences, with a preference in areas of sociology, political science/ government, or economics and economic development.    The appointment is expected to begin on July 1, 2019. The tenure-track professor is expected to teach at the undergraduate and graduate levels. 

Basic Qualifications: Doctoral degree required by the time the appointment begins.

Additional Qualifications: Demonstrated excellence in teaching and research is expected.

Harvard is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions, or any other characteristic protected by law. Applications from women and minority candidates are strongly encouraged.
",NA,NA,NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field",2018-11-15,TRUE,"UNITED STATES","USA","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461222","",NA,NA,NA,NA,NA,2018-11-15,TRUE,TRUE,TRUE
"182",363,"2018-02",111461396,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","INSEAD","Faculty and Research","Economics and Political Science Area","Economics","Advanced Assistant, Associate or Full Professor of Economics","INSEAD's Economics and Political Science area is looking to hire a senior candidate (advanced assistant, associate, or full professor ranks) in any field for either our France (Fontainebleau) or our Singapore campus. Applicants should have an outstanding research and teaching record.

One of the world<U+2019>s leading business schools, INSEAD is strongly committed to research excellence. INSEAD has full research-oriented campuses in both France (Fontainebleau) and Singapore, which form an integrated academic community. INSEAD<U+2019>s internationally diverse faculty and students are fully mobile across the two campuses.

Candidates should submit a curriculum vitae and copies of selected research papers, preferably before November 15, 2018, via econjobmarket.org. In addition, candidates at the advanced untenured level should arrange to have three letters of recommendation submitted with their applications.

For more information on the Economics and Political Science area (including a list of our faculty) please see our website at https://www.insead.edu/faculty-research/academic-areas/economics-political-science. If you have any questions about our search please email us at: economics@insead.edu

INSEAD is committed to fostering a diverse and inclusive academic community. We consider applicants for employment without regard to factors such as gender, race, sexual orientation, disability, or nationality. 

",NA,NA,NA,"FRANCE Seine & Marne Fontainebleau
SINGAPORE","00 - Default: Any Field",2018-12-15,FALSE,"FRANCE","FRA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461396","economics@insead.edu","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,TRUE,TRUE
"183",369,"2018-02",111460966,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","Institute for Womens Policy Research",NA,NA,"Gender Economics
Feminist Economics
Labor Economics
Social and Economic Inequality
Policy Analysis","One-Year Postdoctoral Fellowship in Economics","IWPR encourages applications for a post-doctoral fellowship from individuals from under-represented racial and ethnic groups who are interested in the study of policy issues affecting women.

IWPR conducts and communicates research to inspire public dialogue, shape policy, and improve the lives and opportunities of women of diverse backgrounds, circumstances, and experiences. This twelve-month fellowship provides the opportunity to contribute to research that informs policies affecting women and their families. The fellow will work full-time in IWPR<U+2019>s Washington, DC, office with an experienced, multi-disciplinary team of PhD-level researchers and research associates on a variety of topics related to employment, education, income security, work and family, health and safety, and women and girls of color.

Candidates must have completed all requirements for the Ph.D. in economics by September 1, 2019, or have received the Ph.D. in economics after January 1, 2016. Applicants must be eligible to work in the United States for the duration of the fellowship. 

To be considered, applicants must submit a cover letter, CV, and writing sample attached as a single PDF to postdoc@iwpr.org. Materials should be submitted as soon as possible, but no later than November 15, 2018. 

Start date is negotiable, but preferably before September 15, 2019.
",NA,NA,NA,"UNITED STATES District of Columbia Washington","J - Labor and Demographic Economics
D - Microeconomics
A - General Economics and Teaching",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460966","postdoc@iwpr.org","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,FALSE,TRUE,TRUE
"184",399,"2018-02",111461413,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Kalamazoo College",NA,"Economics and Business",NA,"Assistant Professor of Economics","Kalamazoo College seeks applications for a tenure track position at the Assistant Professor level in Economics beginning in late August 2019. We are looking for candidates with teaching experience in principles, intermediate microeconomics, and an area in applied microeconomics that will allow the candidate to contribute to the concentration in Environmental Studies.  The successful candidate is expected to add to the depth and breadth of the department<U+2019>s course offerings, as well as to the College<U+2019>s <U+201C>Shared Passages<U+201D> core curriculum. 

Salary is competitive and consistent with level of experience.  Teaching expectation is six courses per year (2-2-2, in three terms).  Ph.D. (or evidence of imminent completion) is required. The successful candidate must demonstrate a high aptitude for and interest in undergraduate teaching, a commitment to the liberal arts, a promise of scholarly excellence, and a desire to involve undergraduates in scholarship both inside and outside the classroom. 

Kalamazoo College is a highly selective nationally known liberal arts college, offering an integrated undergraduate experience that weaves a traditional liberal arts curriculum into educational experiences in both domestic and international settings. The campus is located midway between Chicago and Detroit/Ann Arbor in Kalamazoo, Michigan, a metropolitan community of 335,000, which supports several college and university campuses along with numerous civic arts and cultural associations. Thirty-five miles from Lake Michigan, the area offers many opportunities for outdoor activities.

Completed applications received by November 15, 2018, will receive full consideration, with later applications reviewed as needed until the position is filled. The department plans to interview at the ASSA meetings in Atlanta.  Kalamazoo College encourages candidates who will contribute to the cultural diversity of the College to apply and to identify themselves if they wish. Equal Opportunity Employer. 

Applicants should upload a cover letter, curriculum vitae, detailed statement of teaching philosophy and goals, description of scholarly interests, statement on experience working with underrepresented students and engaging issues of diversity and inclusion in the curriculum and pedagogical approaches, and graduate transcript (unofficial acceptable) in PDF format at https://www.kzoo.edu/search/economics/. Please have three confidential letters of recommendation sent in PDF format to EconomicsSearch@kzoo.edu.  
","Competitive",NA,NA,"UNITED STATES Michigan Kalamazoo","D0 - General",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111461413","earch@kzoo.edu","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,FALSE,TRUE
"185",419,"2018-02",111460399,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","KU Leuven",NA,"Faculty of Economics and Business","Economics","Academic Positions in Economics","The Department of Economics of KU Leuven has two vacant full-time academic positions in the field of Economics. We look for motivated candidates with a promising research record and with demonstrable teaching skills in this field.

The Department of Economics offers an active and internationally oriented research environment. We are looking for a dynamic, motivated and internationally oriented researcher in economics. Any subfield and both empirical or theoretical research profiles are eligible, but expertise in the fields of labor economics or econometrics is an asset.
The candidate will teach courses in economics at the Bachelor's and Master's level.  Specific classes will depend on the profile and rank of the candidate. The candidate is also expected to supervise master theses and to act as an advisor to PhD students. 

Requirements:
Interested candidates hold a Ph.D. in Economics or related field with demonstrable expertise in economic research. 
Candidates are expected to have an excellent research record. The quality of the candidate's research should be demonstrated by publications in top international peer-reviewed journals. Junior applicants can demonstrate research excellence with promising ongoing research projects or papers and academic references. 
The candidate preferably has teaching experience and can demonstrate strong didactic skills. 
Proficiency in English is required. 

The official administrative language used at KU Leuven is Dutch. If you do not speak Dutch at the start of employment, KU Leuven will provide language training to enable you to take part in administrative meetings. Before teaching courses in Dutch or English, you will be given the opportunity to learn Dutch, respectively English, to the required standard.

We offer a dynamic and internationally oriented research environment. For more information, please consult: https://feb.kuleuven.be/economics

The successful candidate will be hired in the rank of Assistant Professor (five-year tenure track), Associate Professor or Professor according to his/her qualifications. Junior researchers will be appointed as assistant professor in tenure track for a period of 5 years, which in case of a positive evaluation is followed by an appointment as a tenured associate professor.

The KU Leuven pursues a policy of equal opportunity and diversity and encourages underrepresented groups at the university to apply.

Interested?
For more information please contact Prof. dr. Andr<U+00E9> Decoster, Head of Dept. of Economics, +32 16 32 68 23, andre.decoster@kuleuven.be or Prof. dr. Ferre De Graeve, Head of the Search Committee +32 16 37 43 32, ferre.degraeve@kuleuven.be For problems with online applying, please contact solliciteren@kuleuven.be.

We will interview selected candidates at the European job market (Naples) or the ASSA meetings (Atlanta). Please indicate your availability for interviews at either market.",NA,NA,NA,"BELGIUM Belgi<U+00EB> Leuven","00 - Default: Any Field",2018-11-15,FALSE,"BELGIUM","BEL","","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460399","andre.decoster@kuleuven.be",NA,NA,NA,NA,NA,2018-11-15,TRUE,TRUE,TRUE
"186",438,"2018-02",111460496,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Massachusetts Institute of Technology",NA,"Department of Economics","Assistant Professor
Assistant
Professor
Economics
Graduate Program
Tenure Track
Phd","Assistant Professor","Openings at the junior faculty level beginning September 2019 for tenure track position. No economic field constraints. Will consider only candidates with a PhD by start date of employment, and with strong recommendations from graduate school faculty and established potential in research and teaching. Responsibilities include teaching 1 subject per term the first year and 1.25 subjects per term thereafter, departmental committee work, and productivity in research. Applications must be received by November 15, 2018. Interviews will be conducted in Atlanta, GA at the ASSA meetings on January 4-6, 2019.

MIT is an Equal Opportunity/Affirmative Action employer and strongly encourages applications from women, minorities, veterans, and individuals with disabilities.

Please submit your CV, job market paper, and three letters of recommendation via JOE Listings.
",NA,NA,NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460496","","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,TRUE,TRUE
"187",439,"2018-02",111460329,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Massachusetts Institute of Technology","Sloan School of Management","Applied Economics","Applied Economics
Economics
Microeconomics
Macroeconomics","Assistant Professor","Massachusetts Institute of Technology
Sloan School of Management
100 Main Street, Cambridge, Massachusetts, 02142

Massachusetts Institute of Technology Sloan School<U+2019>s Applied Economics Group is seeking faculty at the junior level, effective July 1, 2019, or as soon thereafter as possible. Outstanding senior level applicants will also be considered. We stress high research potential or achievement; faculty responsibilities include teaching basic economic theory and applied economics, as well as more specialized courses at graduate and undergraduate level. Applicants must possess, or be near completion of, a PhD in Economics or a related field by the start of employment. Applications must include a cover letter, curriculum vitae, and three letters of recommendation. Please submit your application by November 15, 2018.   

Massachusetts Institute of Technology is an equal opportunity employer committed to building a culturally diverse intellectual community and strongly encourages applications from women and minorities.  

Applications should be addressed to:
Professor Roberto Rigobon
Chair, Applied Economics Search Committee

To submit an application, please visit:
http://apply.interfolio.com/52713",NA,NA,NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460329","","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,TRUE,TRUE
"188",462,"2018-02",111460360,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","MIT Sloan School of Management","Behavioral and Policy Sciences","Technological Innovation, Entrepreneurship, and Strategic Management","Technological Innovation
Entrepreneurship 
Strategic Management 
","TIES Assistant Professor or Associate Professor","Massachusetts Institute of Technology
Sloan School of Management
100 Main Street, Cambridge, Massachusetts, 02142
Technological Innovation, Entrepreneurship and Strategic Management (TIES) Group

The MIT Sloan School of Management is seeking faculty candidates with research and teaching interests relevant to the field of innovation, entrepreneurship, and/or strategy for positions in the Technological Innovation, Entrepreneurship and Strategic Management (TIES) Group starting on July 1, 2019 or shortly thereafter. 

Candidates eligible at the rank of Assistant Professor or Associate Professor without Tenure will be considered.  Candidates should either possess or be near the completion of a PhD by the start of employment from a broad range of disciplines, including economics, sociology, or other relevant social sciences and management disciplines. Teaching is an integral part of the position. Job duties include teaching undergraduate, graduate, and executive level courses and conducting research in the area of innovation, entrepreneurship, and strategy. 

The MIT Sloan TIES group places a premium on scholarly research and doctoral training and believes that high-impact scholarship is cultivated in a collegial, multi-disciplinary environment. Accordingly, the group has extensive cross-links with other groups at MIT and the wider Cambridge academic community. (For more information about our group, go to: http://mitsloan.mit.edu/group/ties/) 

Please submit applications electronically at http://apply.interfolio.com/52785 providing a cover letter describing research and teaching goals and accomplishments, a CV, and three papers that indicate your research focus and capabilities. Applicants should also arrange for three letters of recommendation to be submitted via this link.

Please submit your application by November 15, 2018.

Applications should be addressed to:
Professor Scott Stern
Chair, TIES Search Committee

MIT is an equal opportunity employer committed to building a culturally diverse intellectual community and strongly encourages applications from women and minorities.
",NA,NA,NA,"UNITED STATES Massachusetts Cambridge","00 - Default: Any Field",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460360","","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,TRUE,TRUE
"189",463,"2018-02",111460861,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Montana State University",NA,"Agricultural Economics & Economics","Any field","Assistant Professor of Economics","Employer: Agricultural Economics & Economics, Montana State University-Bozeman
Location: 303 Linfield Hall, Bozeman, Montana, 59717-2920, United States
Field(s) of specialization: Any field
Position type(s): Assistant Professor
Deadline: 15 Nov 2018

General information
The Department of Agricultural Economics and Economics (DAEE) is jointly administered by the College of Agriculture and the College of Letters and Science. The department has 23 tenured or tenure-track faculty members. The Department aspires to the highest academic standards and is dedicated to education that develops human capital. The faculty members are highly productive scholars, with an emphasis on agricultural and applied microeconomics and a focus on high quality publications in leading refereed journals. Undergraduate degrees are offered in agricultural business, economics, and financial engineering, with undergraduate majors numbering about 280, and a rigorous, highly respected master<U+2019>s degree in applied economics, graduating an average of 6-7 students per year.

Job description
This tenure-track position will be responsible for providing high-quality scholarship, teaching, and service. Scholarship may be in any field of economics and is expected to result in publications in leading disciplinary refereed journals. Teaching will be in courses at the undergraduate and possibly master<U+2019>s levels. The successful candidate will also advise undergraduate and graduate students. The person in this position will be encouraged to secure extramural grant funding.

Required Qualifications
1. Ph.D. in Economics or closely related discipline prior to the starting date.
2. Strong potential for effectiveness in teaching, scholarship, and service.

Preferred Qualifications
1. Demonstrated success in scholarship.
2. Demonstrated success in teaching.

Successful Candidate Will
Have excellent verbal and written communications skills, strong interpersonal skills, and the ability to successfully contribute to DAEE scholarship, teaching, and service. The successful candidate will also have an interest in working with people from diverse backgrounds, and a commitment to the ideals of inclusiveness, diversity, and equal opportunity. 

Applicants should submit the following materials via econjobmarket.org:
(1) a letter of application addressing the position description and the required and preferred qualifications listed above,
(2) a curriculum vita,
(3) job market paper,
(4) additional samples of written work (if available),
(5) three letters of reference,
(6) evidence of teaching experience and effectiveness (if available), and
(7) a copy of graduate transcripts.

Screening will begin November 15, 2018 and continue until a suitable candidate is hired. Departmental representatives will be attending the ASSA annual meetings. For more information, please contact Mark Anderson (dwight.anderson@montana.edu).

MSU is an ADA/EEO/Vet Pref Employer.",NA,NA,NA,"UNITED STATES Montana Bozeman","00 - Default: Any Field",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460861","dwight.anderson@montana.edu","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,TRUE,TRUE
"190",464,"2018-02",111460863,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Montana State University",NA,"Agricultural Economics & Economics","Environmental; Agricultural Economics","Two Assistant Professor Positions in Agricultural Economics, AY, Tenure-track","Two Assistant Professor Positions in Agricultural Economics, AY, Tenure-track
Employer: Agricultural Economics & Economics, Montana State University-Bozeman
Location: 303 Linfield Hall, Bozeman, Montana, 59717-2920, United States
Field(s) of specialization: Environmental; Ag. Econ.
Position type(s): Assistant Professor
Deadline: 15 Nov 2018

Department Information
Montana State University is a land grant university with total enrollment of 17,000 students including 2,000 graduate students. Bozeman is a community of 45,000 people situated in the Gallatin Valley, 90 miles north of Yellowstone National Park. Residents enjoy a high quality of life, excellent public schools, and outstanding recreational and cultural opportunities.  The Department of Agricultural Economics and Economics (DAEE) is jointly administered by the College of Agriculture and the College of Letters and Science and has 23 faculty members. The Department aspires to the highest academic standards and is dedicated to education that develops human capital. Faculty members are highly productive scholars, who conduct scholarship in economics, with an emphasis on agricultural and applied microeconomics and a focus on high quality publications in leading refereed journals. DAEE faculty often obtain extramural grant funding. Undergraduate degrees are offered in agricultural business, economics, and financial engineering, with undergraduate majors numbering about 280, and a rigorous, highly respected master<U+2019>s degree in applied economics, graduating an average of 6-7 students per year.

Job Description
The successful candidates for these tenure-track positions will provide high-quality teaching of DAEE undergraduate agricultural business and economics courses and possibly master's level courses. Their scholarship will result in publications that include leading disciplinary peer-reviewed journals. The area of scholarship emphasis for this position is applied microeconomics of agriculture, including scholarship relevant to agricultural producers and firms in Montana. Each position consists of a 50% appointment with the Montana Agricultural Experiment Station (MAES) and a 50% College of Agriculture appointment. The successful candidates will also advise undergraduate and graduate students and participate in the department's tradition of outreach to state, national, and global audiences.

Required Qualifications
1. Ph.D. in Agricultural Economics or Economics prior to the starting date.
2. Strong potential for effectiveness in teaching, scholarship, and outreach/service.

Preferred Qualifications
1. Demonstrated success in scholarship and teaching.
2. Knowledge of agricultural experiment station scholarship and outreach programs.
3. Demonstrated interest in scholarship applicable to commercial agriculture, including commercial agriculture in Montana, especially in the areas of production economics, farm management, agricultural marketing, finance, international trade and/or closely related areas.
4. Strength in economic theory and quantitative analysis.

The Successful Candidate Will
Have excellent verbal and written communications skills, strong interpersonal skills, and the ability to successfully contribute to DAEE teaching, scholarship, and outreach.

Applicants should submit the following materials via econjobmarket.org:
(1) a letter of application addressing the required and preferred qualifications listed above,
(2) a curriculum vita,
(3) a copy of graduate transcripts,
(4) a summary of current scholarship and samples of written work (e.g., job market paper, publication, research paper, or dissertation chapter),
(5) evidence of teaching experience and effectiveness (if available), and
(6) three letters of reference that address teaching, scholarship, and outreach abilities.

Screening will begin November 15, 2018 and continue until a suitable candidate is hired. Departmental representatives will be attending the ASSA annual meetings in January 2019. For additional information, contact Richard Ready, Search Committee Chair: Telephone (406) 994-7365; internet: www.montana.edu/econ.

MSU is an ADA/EO/AA/Vet Pref employer.",NA,NA,NA,"UNITED STATES Montana Bozeman","Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460863","","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,FALSE,FALSE
"191",527,"2018-02",111460729,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Northwestern University",NA,"Economics",NA,"Assistant Professor - Any Field","The Northwestern University Department of Economics anticipates filling an opening at the rank of Assistant Professor beginning September 1, 2019. Duties include teaching, research, and advising graduate students. Applicants must hold a Ph.D. by the start date.  Primary considerations for all faculty positions will be an outstanding research record, excellent recommendations, and teaching ability. Our primary goal is to identify outstanding candidates. We welcome applications in all fields. Salary will be competitive. In order to ensure full consideration, applications should be received by November 15, 2018. Please apply at https://www.econjobmarket.org/ For questions, contact econ@northwestern.edu 
 
Northwestern University is an Equal Opportunity, Affirmative Action Employer of all protected classes, including veterans and individuals with disabilities. Women, racial and ethnic minorities, individuals with disabilities, and veterans are encouraged to apply. Hiring is contingent upon eligibility to work in the United States.

",NA,NA,NA,"UNITED STATES Illinois Evanston","00 - Default: Any Field",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460729","econ@northwestern.edu","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,TRUE,TRUE
"192",529,"2018-02",111460677,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Occidental College",NA,"Department of Economics","Urban Economics
Welfare Economics
Inequality","Assistant Professor of Economics","The economics department at Occidental College invites applications for a tenure-track Assistant Professor position in Urban Economics, Welfare Economics, or Inequality, beginning in August 2019.  Occidental College is a national liberal arts college recognized for its diverse student body, its commitment to academic excellence and equity, and its undergraduate research programs. Candidates must be committed to outstanding teaching and productive scholarly activity. The successful candidate will teach five courses annually, including upper division electives in at least one of the above fields and a selection of classes at the introductory and/or intermediate levels.  Applicants should hold a Ph.D. in economics or expect to complete the degree requirements by August 2019.

Occidental College is an Equal Opportunity Employer and does not unlawfully discriminate against employees or applicants on the basis of race, color, religion, sex, sexual orientation, gender identity, gender expression, pregnancy, breastfeeding or related medical condition, national origin, ancestry, citizenship, age, marital status, physical disability, mental disability, medical condition, genetic characteristic or information, sexual orientation, military and veteran status, or any other characteristic protected by State or Federal Law. We strongly encourage all underrepresented candidates, especially women and persons of color, to apply. 
 
Application Instructions:
Candidates should submit the following materials: (1) a cover letter of interest expressing your commitment to academic excellence at Occidental, a diverse liberal arts college; (2) a Curriculum Vitae; (3) a statement of teaching philosophy that includes your areas of teaching interest, pedagogical approach to designing courses, and a discussion of your demonstrated commitment to, past evidence of, and future plans for creating equitable opportunities for learning and mentoring especially for underrepresented students; (4) a statement of research interests and plans for research work; (5) a sample of scholarly work; (6) three confidential letters of reference; and (7) teaching tallies/evaluations, if available. The deadline for receipt of applications is November 15, 2018 (9 pm PST). Please submit all materials (including confidential letters on your behalf) to the JOE Network.

Informational URL: www.oxy.edu/economics
For more information, email Ms. Marguerite Dessornes: mdessornes@oxy.edu",NA,NA,NA,"UNITED STATES California Los Angeles","D - Microeconomics
D6 - Welfare Economics
I3 - Welfare, Well-Being, and Poverty
N3 - Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, Religion, and Philanthropy
N9 - Regional and Urban History
R - Urban, Rural, Regional, Real Estate, and Transportation Economics",2018-11-15,TRUE,"UNITED STATES","USA","November 15, 2018","https://www.aeaweb.org/joe/listing.php?JOE_ID=2018-02_111460677","mdessornes@oxy.edu","November 15",15,11,"2018-11-15",2018-11-15,2018-11-15,TRUE,FALSE,TRUE
