"","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline"
"24","2018-02",111461502,"International: Other Academic (Visiting or Temporary)","Goethe University Frankfurt","Center for Advanced Studies Foundations of Law and Finance","Law and Economics and Business Administration","Law and Finance
Financial Regulation
Corporate Finance
Corporate Governance
Banking
Asset Pricing","Junior Fellowships","The Center for Advanced Studies <U+201C>Foundations of Law and Finance<U+201D> at Goethe University Frankfurt, Departments of Law and Economics and Business Administration, funded by the German Research Foundation (DFG) offers two Junior Fellowships starting at the earliest possible date. The duration of the fellowship is between six month and one year. The center will investigate how institutional and regulatory parameters influence financial market decisions and outcomes and takes a closer look at the interconnections between legislation, economics and politics in order to evaluate the impact of law on the financial sector.

Candidates need to prove a PhD in Finance or Economics, a law degree is desirable. Successful applicants should conduct research in areas like either law and finance, corporate finance and corporate governance, banking or asset pricing and show potential for publication of their work in leading international journals. Visiting fellows are supposed to participate in the research activities of the Center.

Goethe University is seeking to increase its share of women in research and teaching and particularly welcomes applications from female scholars. Successful candidates will work in a highly attractive academic environment in the House of Finance at Goethe University and an enthusiastic team.",NA,NA,NA,"GERMANY Hesse Frankfurt am Main","G - Financial Economics
K - Law and Economics","2018-11-30 00:00:00"
"25","2018-02",111461474,"International: Other Academic (Visiting or Temporary)","Goethe University Frankfurt","Center for Advanced Studies Foundations of Law and Finance","Law and Economics and Business Administration","Law and Finance
Financial Regulation
Corporate Finance
Corporate Governance
Banking
Asset Pricing
","Woman in Law and Finance Fellowships","The Center for Advanced Studies <U+201C>Foundations of Law and Finance<U+201D> at Goethe University Frankfurt, Departments of Law and Economics and Business Administration, funded by the German Research Foundation (DFG) offers two Women in Law and Finance Fellowships starting at the earliest possible date. The duration of the fellowship is between six month and one year. The center will investigate how institutional and regulatory parameters influence financial market decisions and outcomes and takes a closer look at the interconnections between legislation, economics and politics in order to evaluate the impact of law on the financial sector. 

Candidates need to prove a PhD in Finance or Economics, a law degree is desirable. Successful applicants should conduct research in areas like either law and finance, corporate finance and corporate governance, banking or asset pricing and show potential for publication of their work in leading international journals. Visiting fellows are supposed to participate in the research activities of the Center.

Goethe University is seeking to increase its share of women in research and teaching and particularly welcomes applications from female scholars. Successful candidates will work in a highly attractive academic environment in the House of Finance at Goethe University and an enthusiastic team.",NA,NA,NA,"GERMANY Hesse Frankfurt am Main","G - Financial Economics
K - Law and Economics","2018-11-30 00:00:00"
"26","2018-02",111461527,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Goethe University Frankfurt","Faculty of Economics and Business Administration","Department of Applied Econometrics and International Economic Policy","International Trade
Foreign Direct Investment
Migration and Allocation of Human Capital
Globalization","Professorship (W2, Tenure Track) of International Trade, Development and Growth","The Faculty of Economics and Business Administration at Goethe-University Frankfurt invites applications for the following position starting at the earliest possible date:

Professorship (W2, Tenure Track) <U+201C>International Trade, Development and Growth<U+201D>

The initial tenure track appointment as professor (civil servant or public employee) is for six years (<U+00A7> 64 of the Higher Education Act of the State of Hessen (HHG)). Upon positive evaluation, the incumbent will be promoted to a permanent position at a higher level (W3).

The professorship is assigned to the Department of Applied Econometrics and International Economic Policy.
Applicants should have a record of excellent scientific research projects. A research focus should lie in international trade, foreign direct investment, migration and allocation of human capital or globalization. Connections to development and growth are desirable. We expect excellent teaching performance and sound empirical and theoretical methods. Teaching is expected at the Bachelor, Master, and PhD levels. The ability to teach in English is required. German language skills would be an advantage.

The designated salary for the position is based on the German university pay scale or equivalent. Goethe University is committed to increasing the proportion of female faculty and therefore especially encourages women to apply. Applications of scientists from abroad are explicitly requested. Severely disabled applicants with equal qualification and aptitude will be given preferential consideration. For further information regarding the general conditions for professorship appointments, please see www.vakante-professuren.uni-frankfurt.de.

Researchers with an excellent research and teaching record are cordially invited to send their applications in English, accompanied by the usual documents (CV, record of publications, 3 reference letters, teaching experience and extramural funding, certificates) and citing the reference ""W2 TT International Trade, Development and Growth<U+201C> until 30.11.2018 via e-mail to the Dean of the Faculty of Economics and Business Administration at Goethe-University: applications@wiwi.uni-frankfurt.de.

For further information, please contact Prof. Dr. Alexander Ludwig (Ludwig@safe.uni-frankfurt.de).",NA,NA,NA,"GERMANY Hessen Frankfurt","F - International Economics","2018-11-30 00:00:00"
"27","2018-02",111461573,"International: Other Academic (Visiting or Temporary)","GSEM-University of Geneva",NA,"Institute of Economic and Econometrics","Applied Economics","IEE-Postdoctoral Fellowships in Applied Economics","The Institute of Economic and Econometrics (IEE) invites applications for postdoctoral fellowships in applied economics to start as early as the Spring 2019 and continue for up to two years for promising new and recent Ph.D. recipients to pursue frontier research and be an active member of the IEE with a very low teaching load. The position provides a competitive salary plus support for travel and research expenses. Eligible candidates will have completed their Ph.D. after January 1st, 2017 and no later than the official date of employment. 

IEE is the Economics and Econometrics Institute within the Geneva School of Economics and Management at the University of Geneva, for further information visit https://www.unige.ch/gsem/en/research/institutes/iee/. 

All materials must be submitted by December 1, 2018. 

Your application packet should include a Cover Letter, CV, Job Market Paper or writing sample, and three Letters of Recommendation.

Application deadline: 12/01/2018
","Competitive",NA,NA,"SWITZERLAND Geneva Geneva","F0 - General
H0 - General
J0 - General
I0 - General
K0 - General
L0 - General
O0 - General
R0 - General
Q0 - General
E0 - General","2018-12-01 00:00:00"
"28","2018-02",111461693,"International: Other Academic (Visiting or Temporary)","Halle Institute for Economic Research (IWH) and Friedrich Schiller University Jena",NA,"Financial Markets Department","Financial Economics
Corporate Finance
Banking
Financial Intermediation
Capital Markets
Factor reallocation
Productivity and growth","Assistant Professor in Financial Economics","The Faculty of Economics and Business Administration at the Friedrich Schiller University Jena and the Halle Institute for Economic Research (IWH) <U+2013> Member of the Leibniz Association jointly seek qualified candidates to fill a position at the rank of 

W1 Assistant Professor (f/m/d) in Financial Economics 
JEL Classification: G

We expect the candidate to have a strong focus on teaching and research in financial economics. A quantitative research approach and experience with the latest empirical methods, as well as an expressed willingness to apply economic research to policy questions are desirable. A profile geared towards financial intermediation, the interaction of finance and factor markets, or the implications of financial frictions and regulation on resource (re-)allocation and growth are of particular interest to us.

The Assistant Professorship serves to deepen the collaboration between the Friedrich Schiller University Jena and the Halle Institute for Economic Research (IWH) <U+2013> Member of the Leibniz Association. The IWH is one of the six economic research institutes of the Leibniz Association in Germany (www.iwh-halle.de). It focuses on research in structural change and productivity, finance, and macroeconomics. The Assistant Professorship is associated with the Department of Financial Markets at IWH and contributes to the research areas of the Faculty of Economics and Business Administration at the Friedrich Schiller University Jena.

The requirements are: Applicants will possess a doctorate in economics or business administration related to this position <U+2013> or can convincingly show that this degree will be awarded in due course. The duration of the PhD project and employment together up to the deadline should not exceed six years. The candidate is expected to have the potential for successful publications in international journals and ideally an existing network of international research collaborations. It is also expected that the candidate will teach in the Faculty<U+2019>s Bachelor and Master Programmes. Knowledge of the German language is not a requirement for the position.

In legal terms, there will be an individual selection process carried out for the position hereby announced. The appointee is assigned the status of an assistant professor at the Friedrich Schiller University Jena according to section 85 (7) Thuringian Higher Education Act. The professorship comes along with an employment at IWH. The employment relationship will initially be limited to three years, and may be extended by a further three years given a positive evaluation.

The Friedrich Schiller University Jena and IWH are committed to increasing the number of women in research and teaching. Therefore, both actively encourage qualified women to apply. In case of equal qualifications, physically challenged applicants will be favored.
 
Applications including CV, list of publications, letters of recommendation, documentation of previous teaching experience including evaluation reports and lists of conference talks and successfully acquired third-party funding should be submitted electronically (as a PDF of < 2MB) via JOE (https://www.aeaweb.org/joe/listings) no later than December 7, 2018, to the 

Halle Institute for Economic Research (IWH) - Member of the Leibniz Association
Financial Markets Department
P.O. Box 11 03 61
D-06017 Halle (Saale), Germany

For inquiries about the position, you can contact the head of the Financial Markets department at IWH Prof. Dr. Michael Koetter at Michael.koetter@iwh-halle.de. IWH will be available for interviews at the 2019 AFA/ASSA meetings in Atlanta.
",NA,NA,NA,"GERMANY Halle (Saale)","G - Financial Economics","2018-12-07 00:00:00"
"29","2018-02",111461395,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Hanken School of Economics",NA,"Department of Economics","tenure track
assistant professor","Assistant Professor","The Department of Economics, Hanken School of Economics invites applications for an assistant professor position. We consider candidates in all fields of economics.

The assistant professor position is part of the Hanken tenure track system. It is open to talented individuals who have excellent potential for a scientific career. Individuals placed on the Hanken tenure track have the possibility to advance in their career through regular performance assessments, which take into account their merits in all areas of their scope of duty. For this position we have a special preference for candidates with research interests in both Economics and Finance or in field experimentation with firms and consumers.

The Department is a highly committed research department with full scale graduate and undergraduate programs in collaboration with economics departments of Aalto University and University of Helsinki at the Helsinki GSE. Hanken and Helsinki GSE are conveniently located in the city center of Helsinki. The center hosts several strong research groups in, for example, industrial organization, applied microeconomics, and labor economics. 

Applicants must have a PhD in Economics. Shortlisted candidates will be interviewed at the EEA European Job Market, on December 6-7 2018, in Naples, Italy. Other arrangements are possible for short-listed candidates not planning to attend the meeting. 

Applicants should submit a Cover letter, Curriculum Vitae, List of publications (with the most significant publications highlighted), Teaching portfolio, A research statement describing future research plans (3-4 pages), Names and contact information of four references, Samples of research such as thesis chapters or publications.

For more information and for the application link, please go to
https://hanken.rekrytointi.com/paikat/index.php?jid=93&key=&o=A_RJ&rspvt=p7dcw0lu168sgwckskgoggg88ssckkw

Only applications submitted at the above site by November 9th, 2018 will be considered. The references should be submitted to a separate e-mail address (of which you will be informed in the confirmation of the receipt of the application) no later than November 16th.

Information URLs: 

https://www.hanken.fi/en/about-hanken/organisation/departments-and-subjects/department-economics  
and 
http://www.helsinkigse.fi/

For more information, email: topi.miettinen@hanken.fi   (Head of department)",NA,NA,NA,"FINLAND Helsinki","00 - Default: Any Field","2018-11-09 00:00:00"
"30","2018-02",111461677,"Full-Time Nonacademic","HealthCore, Inc.","Health Economics","Translational Research","Health Economics
Applied Economics
Health Services Research
Cost effectiveness
US Health Policy
Health Insurance","Researcher or Senior Researcher","Anthem, Inc.
HealthCore (Anthem's Research Subsidiary)

Full-Time Position:
Applied Health Economist

HealthCore, Inc., a wholly owned research subsidiary of Anthem, Inc., is seeking a health economist for a full time position at the Researcher or Senior Researcher level. Candidates should demonstrate a potential for publishing and competing for research funding. The successful candidate will be expected to have excellent research skills, experience with analysis of large data sets (preferably claims data), and be able to effectively communicate with health plan executives on an ongoing basis.   

Successful candidates will have:
  <U+2022>  A doctoral degree
  <U+2022>  Interest in applied economics, health economics, and health services research & policy
  <U+2022>  A research interest in:
     o	Cost effectiveness analysis
     o	US health policy
     o	The health insurance industry
  <U+2022>  Experience in statistical modeling
  <U+2022>  Proficiency in R, STATA, and/or SAS

HealthCore, Inc. includes >200 employees with a collective portfolio of >$45 million dollars in externally funded research grants and contracts each year.  The research portfolio includes work for federal and industry clients as well as strategic consulting efforts for Anthem, Inc., HealthCore<U+2019>s parent company and a Fortune 50 company.  Priority areas of research include reimbursement strategies, insurance benefit design, program evaluation, cost effectiveness and comparative effectiveness analysis, behavioral economics, and many other health care areas.  For information about HealthCore visit:  https://www.healthcore.com/.  For information about Anthem visit: https://www.anthem.com/. HealthCore has collaborations with multiple academic institutions, including a multi-year strategic collaboration with University of Pennsylvania Leonard Davis Institute for Health Economics, and ongoing research work with other top universities.

Applicants should upload the following materials though JOE: a copy of their current CV, a cover letter indicating area(s) of expertise and interest in the position, a writing sample, and three letters of recommendation. 
Deadline for submission: December 7, 2018.  

Anthem, Inc. is committed to equal opportunity and the diversity of its workforce.  

We will be conducting interviews at the AEA/ASSA conference in January 2019.",NA,NA,NA,"UNITED STATES Delaware Wilmington
UNITED STATES Virginia Alexandria","I1 - Health","2018-12-07 00:00:00"
"31","2018-02",111461650,"Full-Time Nonacademic","Hong Kong Monetary Authority",NA,NA,NA,"Economist","Key Responsibilities 
<U+2022>	Conduct in-depth macroeconomic and financial market research on the global, regional, Mainland China or Hong Kong economies that are relevant to a central bank
<U+2022>	Prepare analysis and briefing materials on macroeconomic and financial market developments 
<U+2022>	Participate in policy discussions  

Requirements 
<U+2022>	Postgraduate degree (for Economist) or University degree (for Assistant Economist) in economics or finance.  PhD an advantage
<U+2022>	Three-year solid experience in conducting in-depth empirical research (applied econometric analysis) at universities / financial institutions / international organisations / central banks / research institutes 
<U+2022>	Experience in applied economic and financial market analysis at international organisations or financial institutions an advantage 
<U+2022>	Good analytical and quantitative abilities
<U+2022>	Excellent command of English with good drafting and presentation skills 

(Candidates with less experience may be considered for an offer of appointment at Assistant Economist level.)

Remuneration Package

A competitive remuneration package will be offered to the successful candidate, with flexibility to take account of additional experience and qualifications.  Fringe benefits include medical and dental benefits, paid annual leave and provident fund benefits.
	
How to Apply

You may submit job applications via one of the following channels:

1.	Online application ( http://www.hkma.gov.hk/eng/about-the-hkma/careers-hkma/recruitment)

2.	By Mail
Send in the hard copy application form (available either at the HKMA<U+2019>s reception counter or website http://www.hkma.gov.hk) to:

	Recruitment Officer
Hong Kong Monetary Authority
55/F., Two International Finance Centre
8 Finance Street, Central, Hong Kong

Copies of transcripts together with a full resum<U+00E9> including details of past experience should be attached to the application.  Please mark your correspondence address and the position applied for on the envelope.

Completed application should reach the HKMA by 17 November 2018.  Applicants should ensure their applications reach the HKMA via the designated submission channel(s) well before the stated closing time, taking into account circumstances such as internet delay or file size restriction.  Those not contacted by the HKMA within three months from the close of application should consider their applications filed for future reference.

Personal data provided by applicants will be used strictly in accordance with our personal data policies, a copy of which will be provided upon request.  You may contact the Recruitment Officer at the above address or direct your request by fax to +852 2878 1885.
",NA,NA,NA,"HONG KONG","00 - Default: Any Field","2018-11-17 00:00:00"
"32","2018-02",111461653,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Hunan University, China","Center for Economics, Finance and Management Studies","Finance","Finance","Assistant Professor","Subject to budget approval, the Center for Economics, Finance and Management Studies (CEFMS) at Hunan University seeks to hire multiple full-time faculties in finance, starting from Fall 2019. Our focus is at the assistant professor level, but the rank is open.

We look for full-time faculty with research interest in any finance field. Compensation is highly competitive. All courses are taught in English. Duties include a low teaching load of graduate courses in finance areas and research leading to high-quality publications in refereed international journals. Preference will be given to those with a record/demonstrated potential of high-quality publications. Applicants must have a PhD degree in finance or closely related fields at appointment. We will review/process applications on a rolling basis and conduct interviews at the 2019 AFA meeting in Atlanta. Offers will be made until those positions are filled. 

Hunan University is a top-tier research institution in China. CEFMS was founded in 2013 as a college-equivalent international platform for research and education in economics, finance and management science. For more information, please visit http://cefms.hnu.edu.cn.

The application deadline is December 10, 2018. To apply, please submit application materials through JOE website. Please contact Ms. Liu Huan (cefms_fina@hnu.edu.cn) for questions.
",NA,NA,NA,"CHINA Hunan Changsha","G - Financial Economics","2018-12-10 00:00:00"
"33","2018-02",111461595,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Hunan Unversity","School of Economics and Trade",NA,NA,"Assistant/Associate/Full Professor","The School of Economics and Trade (SET) at Hunan University is currently accepting applications for tenure-track positions in all fields of economics, including but not limited to microeconomics, macroeconomics, econometrics, international trade, urban and regional economics,labor economics, industrial organization, environmental economics and behavioral economics.

Listed in the <U+201C>First-tier University<U+201D> national project, Hunan University is one of the top universities in China. The university has a long history of economic teaching and research with its first Econ department established in 1926. Located at the northern campus, SET is a relatively young college established on the legacy of the former <U+201C>Hunan Institute of Public Finance and Economics.The School owns three departments (international trade, economics and public finance) and is swiftly expanding. Faculties of SET have published on decent academic journals such as Journal of Urban Economics, Journal of Regional Science, World Development and China Economic Review. While 70% of the faculty members has studied and done research overseas, we are urgently seeking academic advancements to produce high-quality journal articles and academic projects.

The School now confers master<U+2019>s and doctoral degrees in two first-level disciplines: theoretical economics and applied economics. The School also hosts Hunan Key Base of Social Science for International Trade, Hunan Key Laboratory of Logistics Information and Simulation Technology, and International Research Center for Human Resources (IRCHR). It has undertaken a bunch of national key academic research programs, including the Key Disciplinary Development Project entitled <U+201C>Research on China<U+2019>s Opening Economics System,<U+201D> which is subject to the <U+201C>211<U+201D> Project, and the Philosophy and Social Science Innovation Base for <U+201C>Economic Opening up and Trade Development,<U+201D> which is subject to the <U+201C>985 Project<U+201D>. Over the past five years, the school has undertaken a total of 38 state-level research projects, published 372 papers on SSCI and domestic top journals. It has received 17 scientific awards, such as National Science and Technology Progress Award and Ministry of Education Science and Technology Advancement Award.

Applicants for all positions should hold a Ph.D. or firmly expect a doctorate by August 2019.

SET offers a competitive compensation package commensurate with experience including competitive salary, research funds, housing allowances, plus standard fringe benefits. 

We will conduct interviews at the ASSA Annual Meeting in Atlanta,GA. Please submit the application materials by December 24, 2018. For more information please visit http://cet.hnu.edu.cn/ or contact us at huayue1126@outlook.com",NA,NA,NA,"CHINA Hunan Changsha","00 - Default: Any Field","2018-12-24 00:00:00"
"34","2018-02",111461597,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Indian Institute of Science Education and Research (IISER) Bhopal",NA,"Department of Economic Sciences",NA,"Assistant Professor / Associate Professor / Professor","IISER Bhopal is a centrally funded premier institute to promote high quality education and research. IISER Bhopal offers four year BS / BS-MS program and PhD. in Economics. IISER Bhopal provides teaching and research in economics equivalent to the best educational institutions in the world. The institute provides generous start-up grant and support to new faculty.

Applications for faculty positions at all levels are invited from Indian and foreign nationals in the Department of Economic Sciences in all areas of research and teaching in economics. The other relevant details and eligibility requirements are available under the rolling advertisement (https://www.iiserb.ac.in/dofa/rolling_advertisement).

For further information or any query, please visit the department website (https://eco.iiserb.ac.in) or send an email to hod_eco@iiserb.ac.in.",NA,NA,NA,"INDIA Madhya Pradesh Bhopal","00 - Default: Any Field",NA
"35","2018-02",111461557,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Indian School of Business",NA,"Economics and Public Policy","area of Economics at all levels and all fields","Assistant, Associate, and Full Professor","Indian School of Business

Faculty Positions in Economics and Public Policy Area

The Indian School of Business (ISB), is a not-for-profit, independent, research-driven, global business school with two campuses located in Hyderabad and Mohali, India. In 2001, the school launched its one year Post Graduate Programme in Management (PGP), equivalent to two-year MBA courses offered by premier business schools. The ISB is consistently ranked among the top business schools globally by the Financial Times Global MBA rankings since 2008.

The Indian School of Business has a unique portfolio faculty model, which accommodates a mix of accomplished resident faculty who have graduated from the best universities from around the world and published in leading academic journals, and visiting faculty from our associate schools - the Wharton School, the Kellogg School of Management, the London Business School, MIT Sloan School of Management, and The Fletcher School - as well as other leading business schools. Senior faculty members from ISB and our associate schools serve as area leaders, who play a key role in the academic programmes and research at ISB. Along with the resident faculty, they actively help formulate the curriculum, attract the best faculty to the school, mentor junior faculty, and provide direction to research in relevant subject areas.
 
The ISB invites applications for full time clinical and tenure-track faculty positions in the area of Economics at all levels and all fields <U+2013> Assistant (tenure-track and clinical), Associate (tenure-track or tenured and clinical), and Full Professor (tenured and clinical) for appointments in the 2019-2020 academic year. Applicants must have a PhD from a reputed institution, demonstrate ability to produce scholarly work at the highest level, as well as show the capability of becoming outstanding teachers. Applicants for senior appointments should have published extensively in top-tier refereed journals and have a proven track record of successfully mentoring junior faculty. As an institution aspiring to be counted among the best in the world, ISB offers a unique opportunity for senior faculty members to exert influence over the culture and ethos of the school. 

The Indian School of Business has a tenure system similar to the top schools in the United States and is an equal opportunity employer. Compensation and teaching loads are competitive. Research support includes excellent infrastructure, research funding, and research assistance that compare favorably with those at the best business schools in North America and Europe. 

Candidates should plan to join by April 2019, but the starting date is negotiable. 

Interested candidates are requested to send their CV, sample publications and working papers as well as arrange for three reference letters, in electronic form only,  to:
Email: EPP_recruiting@isb.edu  with a copy to Professor Shilpa Aggarwal at shilpa_aggarwal@isb.edu  

Deadline: We will accept applications until the positions are filled. However, to receive full consideration, candidates should send a complete application by November 25, 2018.


",NA,NA,NA,"INDIA
INDIA Telangana Hyderabad","00 - Default: Any Field","2018-11-25 00:00:00"
"36","2018-02",111461583,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","Institute of Urban Development at Nanjing Audit University",NA,NA,NA,"Rank Open","Nanjing Audit University (NAU) has more than sixteen thousand full time students. NAU is ranked 45th in China based on the average entrance score of the National College Entrance Exams. The NAU main campus in Pukou, Nanjing, is often referred as <U+201C>the most beautiful new campus<U+201D> in China. More information about NAU can be found at http://www.nau.edu.cn.

As a newly established research institute, Institute of Urban Development (IUD) at NAU seeks to hire multiple full-time faculties, starting in August 2019. Both ranks and fields are open. Applicants must complete PhD degree by August 2019.

IUD is a primary research center and aims to promote high quality of research in all applied fields. For more information about IUD, please visit http://iud.nau.edu.cn. Preference will be given to those with a demonstrated potential of high-quality publications in refereed international English journals. 

Salary and benefits are internationally competitive, depending on qualifications. Other benefits include research funds, on-campus accommodation, etc. Interviews will be conducted at the 2019 ASSA meeting in Atlanta, GA.",NA,NA,NA,"CHINA Jiangsu Nanjing","00 - Default: Any Field","2018-12-15 00:00:00"
"37","2018-02",111461656,"Full-Time Nonacademic","International Crisis Group and Empirical Studies of Conflict Project",NA,NA,"International Security, Conflict, Political Instability, Natural Resources","Postdoctoral Fellowship on the Economics of Conflict","The International Crisis Group and the Empirical Studies of Conflict Project seek applicants for a Postdoctoral Fellowship position. Requiring close work with Crisis Group experts and ESOC academic researchers, the fellowship will entail policy research and analysis related to conflict prevention and resolution, as well as long-term empirical research on the economic and political drivers of conflict. We are particularly interested in how conflict relates to natural resource extraction, though we will consider a focus on other thematic issues as well. Geographic focus is open to the countries/regions Crisis Group currently covers (see www.crisisgroup.org). 

Candidates should be on track to complete a PhD in economics, political science, public policy or a related discipline by June 2019, or have recently completed their PhD. Preferred qualifications include a successful track record of international field research and econometric analysis in the areas of political violence, governance, or development, and demonstrated experience in policy analysis. 

Applicants should apply via: http://jobs.crisisgroup.org/. Screening of applications will begin on November 1 and continue until the position is filled. All applications must be received by 1 February 2019. 

For more information on ESOC (http://esoc.princeton.edu/) please contact Assistant Professor Tarek Ghani (tghani@wustl.edu) or Professor Jacob N. Shapiro (jns@princeton.edu). 
",NA,NA,NA,"UNITED KINGDOM London
UNITED STATES New York New York
UNITED STATES District of Columbia Washington","00 - Default: Any Field","2019-02-01 00:00:00"
"38","2018-02",111461692,"Full-Time Nonacademic","International Crisis Group and Empirical Studies of Conflict Project",NA,NA,"International Security, Conflict, Political Instability, Natural Resources","Postdoctoral Fellowship on the Economics of Conflict","The International Crisis Group and the Empirical Studies of Conflict Project seek applicants for a Postdoctoral Fellowship position. Requiring close work with Crisis Group experts and ESOC academic researchers, the fellowship will entail policy research and analysis related to conflict prevention and resolution, as well as long-term empirical research on the economic and political drivers of conflict. We are particularly interested in how conflict relates to natural resource extraction, though we will consider a focus on other thematic issues as well. Geographic focus is open to the countries/regions Crisis Group currently covers (see www.crisisgroup.org). 

Candidates should be on track to complete a PhD in economics, political science, public policy or a related discipline by June 2019, or have recently completed their PhD. Preferred qualifications include a successful track record of international field research and econometric analysis in the areas of political violence, governance, or development, and demonstrated experience in policy analysis.",NA,NA,NA,"UNITED STATES New York
UNITED STATES Washington
UNITED KINGDOM London","F5 - International Relations, National Security, and International Political Economy
O1 - Economic Development","2019-02-01 00:00:00"
"39","2018-02",111461750,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Iowa State University",NA,"Department of Economics","Industrial Organization
","Assistant Professor - Industrial Organization","The Department of Economics at Iowa State University in Ames, Iowa seeks to fill a tenure-track Assistant Professor position in the field of industrial organization. The successful applicant will be expected to develop a strong research program in one or more areas of industrial organization, with emphasis on empirical analysis. This position is expected to contribute to the Program for the Study of Midwest Markets and Entrepreneurship (https://www.econ.iastate.edu/program-study-midwest-markets-and-entrepreneurship#overlay-context) which addresses issues related to the economics of thin markets germane to the U.S. Midwest. Research topics of interest include, but are not limited to: dynamics of firm entry and exit; imperfect competition in thin markets; venture capital and entrepreneurship; technological innovation and market boundaries; and, antitrust and regulation.

The successful candidate will be expected to publish regularly in top scholarly outlets and provide high quality teaching at both undergraduate and graduate levels. There will be opportunities to supervise graduate student research. Seeking external grant and contract funding is encouraged.

The Department of Economics, with approximately 40 tenured or tenure-track faculty, has a long tradition of excellence in education, research, and engagement with the community. Our undergraduate program is the academic home to over 600 students in three different majors. Our graduate program offers M.S. and Ph.D. degrees in economics and agricultural economics, and places graduates in vital positions in academia, government, and industry throughout the world. Faculty research covers a broad spectrum ranging from theoretical analyses to applied policy studies, and increasingly including multidisciplinary work conducted in collaboration with experts in many other fields.

Required Education and Experience: PhD in Economics or related field. Preferred Education and Experience: Demonstrated potential for accomplishment as a scholar. Demonstrated potential for teaching excellence.",NA,NA,NA,"UNITED STATES Iowa Ames","L - Industrial Organization","2018-12-09 00:00:00"
"40","2018-02",111461568,"Other Nonacademic (Temporary, Part-Time, Non-Salaried, Consulting, Etc.)","J-PAL South Asia",NA,NA,"Postdoctoral 
Health 
Fellowship 
India","Post Doctoral Fellow in Health","The Abdul Latif Jameel Poverty Action Lab (J-PAL) South Asia, based at the Institute for Financial Management and Research (IFMR), is pleased to announce a Postdoctoral Fellowship supporting the Cash Transfers for Child Health (CaTCH) research initiative. The fellowship will be based at J-PAL<U+2019>s Delhi office. The contract duration for the will be two years. Successful candidates may have the potential to extend their work with J-PAL. The fellow will work with the initiative<U+2019>s co-chairs Pascaline Dupas and Seema Jayachandran, other J-PAL affiliated researchers, and the J-PAL South Asia Policy team to help synthesize and disseminate evidence on the role of cash transfer and pay-for-performance programmes for improving child health outcomes in India, generated through the initiative. 

Qualifications:

The fellowship is open to a candidate who has earned either a PhD in Economics or Public Policy with a significant focus on health OR a PhD in public health with a focus on quantitative research methods. 

For full job description and more information, click on the link here: https://www.povertyactionlab.org/careers/post-doctoral-fellow-health-j-pal-south-asia-102733 
",NA,NA,NA,"INDIA","I1 - Health","2019-01-01 00:00:00"
"41","2018-02",111461522,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Jacksonville University","Davis College of Business","Department of Accounting, Finance & Economics","Economics","Assistant/Associate Professor","Jacksonville University<U+2019>s Davis College of Business invites candidates to apply for a tenure-track position as an Assistant/Associate Professor with an anticipated start date of August 2019. A Ph.D. in Economics must be completed before the start date.

The candidate should exhibit a commitment to scholarly activity through the publication of refereed journal articles and have a commitment to teaching excellence. The faculty teaching duties include Economics courses at the undergraduate, MBA, and DBA levels.  Faculty members participate in curriculum/program development, student advising, service to the college and University.  The successful candidate should possess the ability to foster positive partnership on campus and in the business community.

Apply online at https://www.ju.edu/humanresources/employment-opportunities.php.  Candidates are asked to submit a cover letter, vita, transcript, writing sample, teaching evaluation data, contact information for three references, and a completed Jacksonville University Faculty Application. Interviews will take place at the ASSA meetings in Atlanta in January 2019.",NA,NA,NA,"UNITED STATES Florida Jacksonville","A - General Economics and Teaching","2018-12-15 00:00:00"
"42","2018-02",111461682,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","Johns Hopkins University Carey Business School",NA,NA,NA,"Finance Assistant/Associate Professor, Tenure Track","Johns Hopkins Carey Business School invites applications for full-time, tenure track faculty positions at the assistant or associate professor level in Finance. The appointment will begin Fall 2019. We welcome applications from candidates motivated by the unique opportunity to participate in building a world-class business school at a premier private university.

Qualified candidates for a tenure track faculty position must have the following:
- A PhD degree in finance or a related field conferred by employment start date.
- Demonstrated a strong commitment to academic research and excellence in teaching.
Evidence of successful teaching in a business school environment is desirable but not required.

Applications Must be submitted using Interfolio (https://apply.interfolio.com/57115) and include:
- Cover letter addressed to Dr. Federico Bandi, Recruiting Committee Chair
- Curriculum vitae
- Three (3) confidential letters of reference
- Job market paper

Applications by November 22, 2018 will receive full review by the Search Committee. Interviews will be conducted at the AFA annual meeting in Atlanta (January 4-6, 2019). Search will continue until the position is filled.

Johns Hopkins Carey Business School conducts a pre-employment background check and degree verification on all candidates upon acceptance of a contingent offer.
","Competitive",NA,NA,"UNITED STATES Maryland Baltimore
UNITED STATES District of Columbia Washington","00 - Default: Any Field",NA
